cell_id,NRAS.1.115258747.C...2,NRAS.1.115258747.C...3,DNMT3A.2.25457243.G,NPM1.5.170837543.C,FLT3.13.28592642.C,FLT3.13.28608243.X
c4179,32,32,68,18,182,27
c4180,17,17,14,12,116,16
c4181,59,59,73,199,178,40
c4182,26,26,37,18,87,7
c4183,29,29,34,30,105,29
c4184,54,54,77,26,88,21
c4185,1,1,4,5,92,28
c4186,16,16,13,28,40,10
c4187,42,42,33,18,107,32
c4188,14,14,53,20,77,22
c4189,61,61,103,91,110,21
c4190,43,43,33,56,38,9
c4191,33,33,52,53,82,22
c4192,17,17,93,91,84,39
c4193,22,22,46,24,72,11
c4194,19,19,10,3,84,16
c4195,26,26,49,74,78,24
c4196,13,13,62,54,96,13
c4197,47,47,55,59,74,22
c4198,16,16,50,68,111,34
c4199,23,23,61,80,154,31
c4200,29,29,22,18,84,0
c4201,5,5,34,5,87,22
c4202,13,13,24,25,62,11
c4203,26,26,47,37,79,21
c4204,15,15,33,57,28,9
c4205,33,33,56,65,102,29
c4206,24,24,34,27,59,15
c4207,33,33,47,36,24,37
c4208,14,14,25,23,145,73
c4209,18,18,47,46,56,15
c4210,20,20,41,20,127,53
c4211,48,48,34,21,153,3
c4212,5,5,15,7,129,11
c4213,9,9,34,51,82,34
c4214,29,29,23,34,70,38
c4215,18,18,41,8,68,9
c4216,27,27,27,22,70,15
c4217,47,47,47,15,53,3
c4218,73,73,139,192,166,37
c4219,47,47,114,62,140,26
c4220,27,27,45,26,136,17
c4221,17,17,19,31,73,22
c4222,34,34,44,6,138,16
c4223,7,7,10,4,88,8
c4224,17,17,7,0,38,11
c4225,17,17,30,46,30,9
c4226,12,12,35,3,102,16
c4227,20,20,51,17,78,84
c4228,81,81,149,92,234,63
c4229,4,4,12,2,104,33
c4230,10,10,28,22,36,6
c4231,10,10,10,0,138,24
c4232,22,22,42,16,23,7
c4233,28,28,49,10,111,28
c4234,15,15,36,8,39,6
c4235,18,18,44,18,75,27
c4236,10,10,13,3,101,10
c4237,28,28,29,46,70,16
c4238,63,63,43,39,109,22
c4239,16,16,18,8,80,15
c4240,36,36,47,14,57,10
c4241,19,19,53,68,71,38
c4242,41,41,46,3,64,16
c4243,9,9,19,7,76,16
c4244,33,33,41,20,89,13
c4245,18,18,28,27,60,11
c4246,36,36,42,23,78,14
c4247,15,15,17,14,50,7
c4248,45,45,39,14,65,19
c4249,5,5,23,7,105,32
c4250,11,11,32,0,64,20
c4251,18,18,47,44,58,19
c4252,30,30,10,22,63,3
c4253,42,42,92,86,173,39
c4254,13,13,32,14,63,11
c4255,25,25,66,84,109,14
c4256,20,20,63,65,121,41
c4257,29,29,44,37,91,25
c4258,21,21,9,10,69,11
c4259,16,16,23,13,106,16
c4260,3,3,15,6,82,7
c4261,20,20,31,4,172,24
c4262,28,28,64,15,52,25
c4263,17,17,20,8,25,5
c4264,33,33,34,45,107,13
c4265,68,68,155,237,214,61
c4266,29,29,40,35,59,6
c4267,20,20,37,29,134,7
c4268,21,21,37,5,173,45
c4269,11,11,23,25,42,11
c4270,5,5,38,43,35,7
c4271,35,35,21,16,44,10
c4272,34,34,50,96,62,13
c4273,17,17,30,40,22,11
c4274,11,11,10,10,95,11
c4275,21,21,36,15,68,11
c4276,14,14,45,20,96,23
c4277,8,8,33,53,6,10
c4278,15,15,50,22,136,70
c4279,15,15,29,24,23,10
c4280,18,18,11,4,48,4
c4281,32,32,53,30,116,30
c4282,33,33,58,59,62,24
c4283,12,12,32,32,137,26
c4284,10,10,8,3,44,9
c4285,3,3,9,4,68,23
c4286,18,18,25,18,56,9
c4287,22,22,29,19,30,14
c4288,47,47,46,66,86,21
c4289,16,16,29,2,30,0
c4290,5,5,96,20,80,22
c4291,56,56,151,62,194,52
c4292,49,49,78,51,82,37
c4293,43,43,92,58,146,32
c4294,15,15,21,33,62,9
c4295,31,31,98,204,86,9
c4296,27,27,24,30,41,5
c4297,17,17,15,41,90,25
c4298,47,47,86,11,235,45
c4299,23,23,28,28,79,3
c4300,9,9,6,3,87,15
c4301,5,5,17,10,85,12
c4302,33,33,61,4,95,36
c4303,31,31,45,26,58,18
c4304,44,44,76,30,156,23
c4305,38,38,63,36,167,52
c4306,48,48,41,39,93,26
c4307,27,27,34,18,74,10
c4308,39,39,31,12,109,31
c4309,42,42,53,86,120,19
c4310,6,6,50,21,117,70
c4311,7,7,32,8,104,11
c4312,30,30,75,61,98,25
c4313,35,35,59,38,44,13
c4314,6,6,55,55,27,15
c4315,37,37,22,32,95,13
c4316,20,20,38,56,72,21
c4317,17,17,34,16,57,22
c4318,15,15,22,32,20,10
c4319,71,71,108,28,164,61
c4320,23,23,44,7,58,15
c4321,30,30,66,21,139,36
c4322,74,74,148,158,203,52
c4323,4,4,28,15,52,27
c4324,24,24,31,25,106,17
c4325,23,23,22,2,78,48
c4326,11,11,44,97,55,6
c4327,30,30,41,2,74,24
c4328,44,44,62,30,90,51
c4329,13,13,20,9,80,38
c4330,26,26,121,8,72,30
c4331,20,20,17,8,52,13
c4332,24,24,41,19,198,61
c4333,10,10,20,2,103,20
c4334,24,24,27,51,52,14
c4335,25,25,28,70,211,92
c4336,29,29,32,33,44,23
c4337,20,20,31,2,92,20
c4338,31,31,65,38,46,16
c4339,30,30,55,16,84,35
c4340,9,9,58,7,85,23
c4341,74,74,149,210,124,40
c4342,13,13,65,9,127,29
c4343,16,16,20,3,110,11
c4344,29,29,56,19,136,27
c4345,36,36,41,36,41,3
c4346,16,16,129,153,138,34
c4347,34,34,127,101,153,44
c4348,28,28,56,27,126,29
c4349,34,34,139,21,167,66
c4350,29,29,27,86,66,3
c4351,23,23,39,82,70,21
c4352,5,5,24,8,153,23
c4353,5,5,30,4,118,25
c4354,9,9,11,4,52,23
c4355,33,33,60,49,94,27
c4356,37,37,42,45,55,17
c4357,17,17,50,6,94,15
c4358,24,24,43,59,50,20
c4359,15,15,44,53,76,8
c4360,54,54,89,57,148,30
c4361,34,34,96,27,94,48
c4362,16,16,22,34,38,11
c4363,9,9,22,5,78,8
c4364,19,19,37,13,43,10
c4365,26,26,61,50,74,13
c4366,18,18,68,2,59,42
c4367,28,28,47,32,54,20
c4368,29,29,42,18,72,26
c4369,12,12,32,24,135,42
c4370,27,27,0,32,4,21
c4371,41,41,27,33,220,38
c4372,7,7,21,2,90,34
c4373,22,22,37,69,48,11
c4374,5,5,8,4,66,14
c4375,19,19,42,30,72,17
c4376,16,16,29,59,80,24
c4377,42,42,58,67,78,10
c4378,14,14,34,37,54,13
c4379,23,23,32,13,40,13
c4380,27,27,80,16,94,54
c4381,40,40,32,5,91,68
c4382,30,30,42,41,50,12
c4383,32,32,94,42,75,23
c4384,12,12,46,6,68,46
c4385,6,6,5,2,69,11
c4386,25,25,31,6,96,32
c4387,3,3,12,2,52,9
c4388,18,18,43,36,44,16
c4389,15,15,29,2,144,33
c4390,24,24,23,25,71,22
c4391,6,6,6,5,103,24
c4392,13,13,66,8,167,70
c4393,25,25,55,11,97,35
c4394,43,43,74,23,97,60
c4395,30,30,31,2,93,50
c4396,32,32,51,33,28,13
c4397,31,31,48,25,38,23
c4398,34,34,98,22,168,50
c4399,25,25,48,38,50,2
c4400,16,16,60,2,140,27
c4401,22,22,68,67,12,0
c4402,58,58,80,31,170,129
c4403,21,21,22,68,26,3
c4404,8,8,20,32,19,2
c4405,21,21,25,19,92,30
c4406,77,77,180,84,228,43
c4407,11,11,54,59,82,21
c4408,45,45,17,4,38,17
c4409,22,22,30,2,67,35
c4410,10,10,14,5,62,11
c4411,27,27,40,40,80,16
c4412,24,24,42,31,78,18
c4413,16,16,20,8,26,1
c4414,15,15,30,17,83,23
c4415,22,22,86,104,70,17
c4416,23,23,45,17,67,21
c4417,12,12,35,45,39,9
c4418,13,13,15,7,62,15
c4419,40,40,33,72,57,18
c4420,31,31,23,35,60,14
c4421,48,48,82,14,272,42
c4422,70,70,94,41,182,25
c4423,24,24,34,47,94,23
c4424,65,65,128,25,184,60
c4425,24,24,48,124,60,30
c4426,31,31,27,4,90,17
c4427,40,40,140,133,272,55
c4428,39,39,40,20,41,2
c4429,9,9,8,3,96,22
c4430,29,29,59,61,125,7
c4431,19,19,60,11,67,12
c4432,23,23,53,33,76,14
c4433,22,22,24,23,73,34
c4434,93,93,132,160,313,58
c4435,24,24,35,66,94,19
c4436,20,20,32,10,39,10
c4437,26,26,54,32,68,16
c4438,13,13,10,7,60,22
c4439,4,4,26,4,108,31
c4440,21,21,20,28,55,18
c4441,91,91,76,52,80,51
c4442,11,11,12,5,50,17
c4443,17,17,10,19,83,13
c4444,29,29,52,59,105,16
c4445,28,28,25,36,64,17
c4446,12,12,14,6,38,15
c4447,34,34,52,27,135,30
c4448,25,25,58,24,36,16
c4449,7,7,78,52,47,8
c4450,94,94,99,83,136,61
c4451,20,20,31,86,100,25
c4452,7,7,27,11,55,21
c4453,100,100,113,163,220,74
c4454,33,33,77,26,59,15
c4455,18,18,27,8,78,17
c4456,19,19,49,10,118,7
c4457,26,26,23,9,20,7
c4458,4,4,16,16,117,12
c4459,24,24,85,36,96,9
c4460,20,20,63,28,183,83
c4461,17,17,56,44,107,23
c4462,12,12,42,35,23,14
c4463,25,25,79,25,70,9
c4464,27,27,34,11,46,35
c4465,32,32,27,74,110,25
c4466,24,24,34,53,50,32
c4467,18,18,14,42,57,10
c4468,27,27,44,29,83,52
c4469,23,23,23,4,54,8
c4470,13,13,20,17,55,16
c4471,10,10,27,64,29,23
c4472,16,16,38,5,68,15
c4473,4,4,21,14,48,9
c4474,43,43,95,53,178,45
c4475,17,17,17,4,84,16
c4476,28,28,11,83,26,19
c4477,6,6,52,60,114,18
c4478,12,12,22,7,60,20
c4479,6,6,10,7,76,70
c4480,15,15,29,35,26,5
c4481,7,7,22,18,36,9
c4482,31,31,38,42,162,54
c4483,32,32,41,44,70,22
c4484,28,28,55,33,112,26
c4485,12,12,53,57,69,27
c4486,41,41,69,20,145,22
c4487,24,24,18,11,76,26
c4488,21,21,27,2,63,11
c4489,22,22,39,7,97,36
c4490,5,5,9,2,117,102
c4491,15,15,26,37,17,2
c4492,22,22,66,77,46,50
c4493,52,52,64,39,72,26
c4494,17,17,47,62,63,13
c4495,20,20,27,4,42,30
c4496,26,26,30,1,41,19
c4497,36,36,48,40,54,22
c4498,41,41,51,30,88,18
c4499,14,14,29,6,54,19
c4500,6,6,33,18,18,14
c4501,21,21,29,2,35,11
c4502,22,22,31,72,40,11
c4503,78,78,46,51,84,42
c4504,42,42,16,33,107,8
c4505,22,22,48,5,139,36
c4506,44,44,63,27,162,25
c4507,31,31,30,20,32,7
c4508,6,6,9,6,58,23
c4509,74,74,71,100,106,29
c4510,47,47,63,68,130,85
c4511,38,38,71,113,124,38
c4512,8,8,50,17,60,19
c4513,17,17,55,9,60,21
c4514,16,16,24,4,36,9
c4515,7,7,17,7,85,21
c4516,20,20,51,45,62,10
c4517,43,43,61,52,110,35
c4518,26,26,33,6,72,16
c4519,80,80,92,63,136,18
c4520,51,51,56,50,146,22
c4521,14,14,30,56,50,31
c4522,22,22,81,92,75,29
c4523,34,34,101,58,153,53
c4524,23,23,57,30,84,25
c4525,12,12,26,6,127,35
c4526,74,74,106,79,231,41
c4527,90,90,82,50,165,32
c4528,13,13,17,1,84,14
c4529,12,12,24,22,52,16
c4530,20,20,39,45,34,19
c4531,15,15,28,3,122,65
c4532,39,39,49,42,86,29
c4533,1,1,43,62,92,5
c4534,33,33,66,36,127,29
c4535,30,30,12,35,58,21
c4536,51,51,27,47,121,27
c4537,16,16,33,40,44,8
c4538,18,18,12,20,64,14
c4539,22,22,49,21,83,17
c4540,19,19,41,14,154,67
c4541,26,26,20,27,64,31
c4542,21,21,42,25,40,27
c4543,11,11,31,20,42,16
c4544,11,11,50,36,58,14
c4545,37,37,17,37,54,8
c4546,6,6,19,4,81,8
c4547,15,15,31,13,78,38
c4548,27,27,56,4,142,7
c4549,53,53,28,23,82,22
c4550,15,15,32,8,71,9
c4551,31,31,83,33,161,36
c4552,40,40,32,28,25,18
c4553,61,61,64,29,73,9
c4554,8,8,28,5,57,18
c4555,63,63,74,85,157,22
c4556,22,22,24,28,65,16
c4557,26,26,15,24,107,16
c4558,9,9,43,26,40,9
c4559,14,14,22,29,52,18
c4560,14,14,39,42,38,13
c4561,70,70,88,60,122,37
c4562,13,13,17,22,36,4
c4563,28,28,4,26,102,12
c4564,46,46,89,66,102,20
c4565,11,11,19,0,24,24
c4566,7,7,27,11,48,16
c4567,11,11,26,16,46,4
c4568,13,13,37,13,36,22
c4569,21,21,30,23,74,13
c4570,34,34,29,13,45,20
c4571,54,54,58,36,84,34
c4572,12,12,53,60,62,12
c4573,25,25,36,35,67,10
c4574,13,13,26,17,52,20
c4575,20,20,34,49,86,31
c4576,9,9,20,36,61,9
c4577,13,13,11,21,54,19
c4578,29,29,26,58,98,11
c4579,69,69,86,38,132,30
c4580,3,3,21,11,70,8
c4581,24,24,72,94,84,35
c4582,13,13,43,29,84,27
c4583,26,26,21,27,65,14
c4584,8,8,37,3,69,15
c4585,21,21,18,6,70,32
c4586,8,8,38,63,47,15
c4587,38,38,53,29,115,32
c4588,27,27,31,46,86,16
c4589,49,49,104,35,70,32
c4590,28,28,24,2,36,21
c4591,17,17,24,36,23,6
c4592,16,16,45,22,48,16
c4593,5,5,31,6,140,29
c4594,13,13,13,8,84,46
c4595,7,7,57,0,138,26
c4596,25,25,31,12,72,22
c4597,26,26,22,14,38,23
c4598,59,59,120,20,106,39
c4599,9,9,23,8,40,16
c4600,36,36,36,29,112,44
c4601,12,12,59,17,120,28
c4602,10,10,26,32,58,18
c4603,12,12,9,4,129,11
c4604,35,35,45,79,68,27
c4605,9,9,11,58,40,9
c4606,26,26,36,10,66,14
c4607,22,22,28,4,51,12
c4608,30,30,58,67,110,55
c4609,25,25,54,68,88,29
c4610,43,43,24,4,48,26
c4611,45,45,87,101,131,28
c4612,24,24,24,37,64,10
c4613,20,20,38,36,96,32
c4614,29,29,58,12,180,23
c4615,19,19,25,10,87,19
c4616,20,20,24,13,57,12
c4617,58,58,72,91,66,28
c4618,23,23,21,50,56,16
c4619,23,23,23,18,76,15
c4620,47,47,55,72,88,14
c4621,13,13,66,16,101,16
c4622,15,15,69,8,140,52
c4623,11,11,41,9,118,25
c4624,17,17,19,13,80,29
c4625,30,30,80,68,123,43
c4626,49,49,88,71,132,14
c4627,30,30,52,81,32,13
c4628,22,22,18,20,69,15
c4629,18,18,64,35,82,12
c4630,40,40,51,14,138,29
c4631,35,35,21,42,54,12
c4632,22,22,61,4,60,13
c4633,4,4,6,2,60,9
c4634,14,14,31,5,132,15
c4635,50,50,67,23,122,35
c4636,14,14,49,53,46,41
c4637,66,66,87,27,169,32
c4638,12,12,37,7,94,36
c4639,11,11,24,8,47,11
c4640,12,12,35,16,82,8
c4641,40,40,62,135,124,23
c4642,4,4,22,4,110,8
c4643,17,17,74,28,185,42
c4644,20,20,25,9,38,7
c4645,33,33,47,28,66,19
c4646,43,43,38,23,90,2
c4647,32,32,51,14,105,15
c4648,21,21,103,56,118,50
c4649,28,28,52,16,20,12
c4650,35,35,49,67,76,19
c4651,12,12,62,22,122,16
c4652,48,48,71,42,74,52
c4653,26,26,31,83,86,28
c4654,21,21,64,34,80,26
c4655,19,19,37,13,137,26
c4656,31,31,30,60,8,0
c4657,20,20,36,37,121,38
c4658,12,12,35,24,116,38
c4659,13,13,59,32,12,3
c4660,19,19,8,35,86,22
c4661,11,11,32,13,138,26
c4662,29,29,21,12,62,16
c4663,42,42,75,31,91,29
c4664,17,17,41,90,60,7
c4665,49,49,44,10,126,26
c4666,88,88,89,34,154,10
c4667,35,35,61,18,47,19
c4668,15,15,25,28,57,24
c4669,20,20,51,46,36,10
c4670,15,15,36,24,59,14
c4671,5,5,21,0,49,18
c4672,24,24,67,21,58,15
c4673,26,26,63,82,50,16
c4674,71,71,53,23,108,20
c4675,19,19,18,34,62,19
c4676,30,30,43,25,106,38
c4677,23,23,56,6,46,12
c4678,28,28,41,27,62,4
c4679,29,29,65,16,181,60
c4680,23,23,42,5,184,76
c4681,12,12,23,4,82,21
c4682,21,21,56,10,72,11
c4683,29,29,61,12,93,44
c4684,28,28,87,49,82,21
c4685,20,20,34,40,50,0
c4686,18,18,23,12,66,19
c4687,50,50,58,33,98,19
c4688,7,7,55,73,66,43
c4689,70,70,119,112,128,63
c4690,62,62,119,383,156,34
c4691,52,52,67,25,142,16
c4692,7,7,21,33,39,8
c4693,32,32,47,32,80,36
c4694,26,26,54,49,78,12
c4695,30,30,36,66,73,11
c4696,39,39,73,24,192,32
c4697,23,23,59,44,51,24
c4698,21,21,36,4,52,8
c4699,22,22,44,20,87,51
c4700,25,25,55,11,90,20
c4701,64,64,95,152,144,29
c4702,26,26,66,60,52,14
c4703,39,39,37,28,79,13
c4704,47,47,42,12,48,10
c4705,32,32,49,24,64,22
c4706,21,21,45,11,126,11
c4707,15,15,24,81,66,23
c4708,32,32,20,17,104,20
c4709,14,14,18,11,72,19
c4710,99,99,134,56,227,124
c4711,33,33,37,37,60,28
c4712,86,86,130,106,174,46
c4713,16,16,68,13,61,20
c4714,41,41,115,88,174,46
c4715,63,63,24,57,118,15
c4716,10,10,57,3,143,40
c4717,31,31,81,62,90,15
c4718,36,36,50,74,75,15
c4719,20,20,46,14,95,19
c4720,35,35,48,12,54,10
c4721,57,57,10,9,91,19
c4722,16,16,18,4,69,13
c4723,12,12,54,66,50,11
c4724,25,25,94,11,235,56
c4725,16,16,66,23,78,24
c4726,26,26,71,51,62,17
c4727,12,12,41,90,44,13
c4728,24,24,74,50,42,17
c4729,3,3,21,2,2,21
c4730,38,38,58,98,138,24
c4731,6,6,17,23,53,7
c4732,19,19,46,38,106,9
c4733,3,3,19,21,72,14
c4734,38,38,34,16,78,21
c4735,56,56,66,33,106,26
c4736,36,36,83,6,193,49
c4737,20,20,18,12,42,28
c4738,19,19,28,21,80,8
c4739,30,30,60,16,65,23
c4740,17,17,56,57,42,17
c4741,16,16,10,47,49,12
c4742,70,70,78,49,115,64
c4743,24,24,38,43,108,77
c4744,43,43,45,5,266,37
c4745,30,30,38,43,61,9
c4746,20,20,25,11,52,9
c4747,8,8,28,2,129,21
c4748,8,8,26,11,114,33
c4749,21,21,48,4,105,10
c4750,33,33,18,56,118,49
c4751,16,16,16,39,128,19
c4752,24,24,26,23,76,12
c4753,9,9,33,112,30,18
c4754,31,31,20,45,83,20
c4755,6,6,22,7,220,22
c4756,38,38,55,76,50,21
c4757,28,28,14,47,30,3
c4758,26,26,37,31,130,25
c4759,33,33,12,28,79,10
c4760,32,32,27,17,40,6
c4761,21,21,14,33,65,10
c4762,31,31,102,23,82,33
c4763,27,27,48,72,38,4
c4764,15,15,47,9,82,15
c4765,54,54,99,20,169,30
c4766,13,13,32,50,91,13
c4767,52,52,99,33,201,109
c4768,28,28,32,57,85,22
c4769,24,24,13,11,42,6
c4770,12,12,29,1,104,14
c4771,12,12,20,9,89,20
c4772,23,23,59,17,127,41
c4773,13,13,37,35,16,8
c4774,14,14,46,6,165,29
c4775,36,36,51,87,96,35
c4776,69,69,85,178,131,33
c4777,14,14,24,20,69,13
c4778,23,23,80,40,100,22
c4779,36,36,51,47,67,13
c4780,23,23,23,36,96,23
c4781,50,50,84,49,234,117
c4782,22,22,21,13,50,6
c4783,69,69,107,80,241,63
c4784,32,32,53,15,100,21
c4785,41,41,51,54,78,17
c4786,13,13,36,44,55,18
c4787,18,18,17,56,83,13
c4788,59,59,140,60,322,111
c4789,50,50,54,52,178,22
c4790,10,10,26,38,54,25
c4791,16,16,10,7,68,18
c4792,25,25,35,18,37,21
c4793,34,34,43,8,76,29
c4794,15,15,30,47,40,11
c4795,15,15,40,93,62,15
c4796,30,30,103,16,126,39
c4797,18,18,50,21,179,37
c4798,8,8,26,0,34,11
c4799,7,7,76,38,105,23
c4800,19,19,15,10,51,11
c4801,38,38,37,6,115,30
c4802,35,35,41,16,36,13
c4803,27,27,45,26,60,19
c4804,11,11,14,11,65,14
c4805,22,22,34,17,112,18
c4806,19,19,50,80,62,12
c4807,11,11,64,50,98,26
c4808,27,27,20,67,37,30
c4809,11,11,19,47,66,18
c4810,23,23,72,47,111,18
c4811,28,28,53,34,34,19
c4812,19,19,47,47,130,15
c4813,7,7,36,10,144,29
c4814,7,7,55,2,116,49
c4815,12,12,55,56,56,16
c4816,12,12,21,0,82,2
c4817,18,18,21,20,28,6
c4818,23,23,20,13,11,6
c4819,22,22,58,21,32,13
c4820,4,4,14,60,60,12
c4821,23,23,32,6,131,37
c4822,42,42,103,122,149,46
c4823,25,25,58,20,95,56
c4824,17,17,58,22,93,25
c4825,16,16,53,38,23,16
c4826,13,13,42,12,63,26
c4827,28,28,32,24,68,3
c4828,30,30,46,31,126,12
c4829,25,25,23,49,88,22
c4830,30,30,46,27,172,55
c4831,2,2,55,0,58,31
c4832,23,23,54,27,115,33
c4833,12,12,39,8,78,8
c4834,21,21,24,12,98,11
c4835,27,27,30,0,20,11
c4836,34,34,35,18,66,26
c4837,14,14,11,26,66,16
c4838,25,25,29,2,89,29
c4839,27,27,34,10,85,22
c4840,18,18,22,20,38,7
c4841,20,20,20,29,64,25
c4842,13,13,12,35,50,33
c4843,10,10,26,15,50,30
c4844,14,14,27,7,58,7
c4845,1,1,46,85,50,19
c4846,6,6,4,4,109,12
c4847,30,30,9,11,52,10
c4848,39,39,50,69,100,7
c4849,7,7,30,19,44,21
c4850,14,14,49,41,66,37
c4851,22,22,24,43,48,17
c4852,21,21,20,7,85,15
c4853,26,26,41,19,32,13
c4854,5,5,24,5,100,9
c4855,32,32,61,89,26,7
c4856,35,35,84,83,75,23
c4857,17,17,35,37,82,10
c4858,22,22,26,45,31,5
c4859,8,8,31,6,82,11
c4860,26,26,30,18,15,4
c4861,46,46,91,54,203,32
c4862,31,31,50,21,253,58
c4863,31,31,65,2,181,41
c4864,26,26,46,28,100,29
c4865,16,16,16,16,98,21
c4866,37,37,35,58,110,18
c4867,29,29,32,47,44,11
c4868,17,17,32,54,51,9
c4869,19,19,21,10,20,8
c4870,34,34,20,37,156,24
c4871,16,16,7,8,79,18
c4872,49,49,75,28,110,42
c4873,43,43,75,62,151,34
c4874,30,30,53,49,93,18
c4875,40,40,72,43,146,29
c4876,24,24,27,52,58,8
c4877,71,71,44,77,120,83
c4878,24,24,28,6,125,28
c4879,24,24,36,24,91,22
c4880,23,23,25,4,168,26
c4881,90,90,82,0,193,41
c4882,49,49,61,24,76,12
c4883,43,43,23,95,86,11
c4884,20,20,17,24,47,17
c4885,11,11,8,7,96,24
c4886,12,12,9,5,99,31
c4887,20,20,56,5,67,33
c4888,0,0,10,6,35,9
c4889,19,19,14,49,31,10
c4890,54,54,58,42,74,20
c4891,20,20,62,30,94,19
c4892,1,1,35,18,70,15
c4893,20,20,39,35,76,19
c4894,27,27,32,36,51,14
c4895,21,21,51,32,80,28
c4896,7,7,27,41,46,16
c4897,57,57,58,40,62,14
c4898,11,11,17,15,50,25
c4899,44,44,49,29,84,31
c4900,17,17,23,16,98,10
c4901,0,0,5,19,134,7
c4902,36,36,46,22,120,47
c4903,21,21,53,72,60,26
c4904,58,58,45,41,103,22
c4905,12,12,63,50,58,15
c4906,29,29,48,10,68,35
c4907,28,28,44,122,111,20
c4908,22,22,44,37,76,13
c4909,20,20,42,4,79,35
c4910,57,57,97,40,155,77
c4911,18,18,40,35,49,20
c4912,33,33,2,51,26,7
c4913,19,19,36,24,64,19
c4914,20,20,39,15,91,22
c4915,21,21,22,21,68,55
c4916,46,46,46,26,100,36
c4917,27,27,44,20,58,20
c4918,45,45,63,32,133,25
c4919,22,22,86,33,165,30
c4920,18,18,33,25,58,26
c4921,11,11,79,4,145,24
c4922,11,11,112,21,196,38
c4923,11,11,62,101,66,20
c4924,33,33,47,9,25,7
c4925,26,26,85,144,100,40
c4926,31,31,27,42,37,8
c4927,14,14,69,61,155,27
c4928,12,12,47,31,61,23
c4929,25,25,49,55,79,12
c4930,37,37,40,2,81,25
c4931,28,28,39,61,55,25
c4932,18,18,23,40,22,8
c4933,34,34,60,19,117,64
c4934,8,8,0,35,32,20
c4935,91,91,103,38,154,82
c4936,7,7,18,8,142,30
c4937,17,17,30,12,55,11
c4938,28,28,53,70,138,38
c4939,25,25,43,28,57,10
c4940,54,54,99,270,161,19
c4941,38,38,24,19,80,13
c4942,42,42,33,16,117,20
c4943,6,6,66,136,89,17
c4944,23,23,34,66,30,4
c4945,7,7,12,6,130,15
c4946,12,12,40,54,50,7
c4947,26,26,21,28,60,39
c4948,44,44,32,75,54,5
c4949,20,20,53,81,103,16
c4950,10,10,54,67,122,19
c4951,14,14,59,18,43,6
c4952,26,26,37,44,52,6
c4953,0,0,44,36,130,30
c4954,10,10,13,4,20,3
c4955,31,31,47,57,68,11
c4956,12,12,27,8,127,40
c4957,10,10,21,7,92,13
c4958,11,11,44,36,44,10
c4959,14,14,33,20,190,27
c4960,21,21,26,15,73,12
c4961,14,14,42,103,63,20
c4962,36,36,44,23,101,53
c4963,31,31,30,53,98,27
c4964,28,28,28,47,54,14
c4965,31,31,23,8,44,25
c4966,12,12,30,12,90,16
c4967,4,4,26,1,54,12
c4968,37,37,13,2,54,33
c4969,37,37,53,45,108,35
c4970,88,88,92,20,207,49
c4971,51,51,80,27,144,65
c4972,3,3,18,4,52,6
c4973,44,44,32,10,122,17
c4974,19,19,45,25,32,14
c4975,28,28,52,32,48,13
c4976,14,14,40,26,71,18
c4977,8,8,24,18,83,11
c4978,19,19,6,5,42,17
c4979,15,15,20,2,66,13
c4980,25,25,44,10,64,7
c4981,33,33,30,80,57,18
c4982,5,5,21,2,98,7
c4983,23,23,10,3,118,17
c4984,29,29,55,30,87,12
c4985,26,26,21,4,132,36
c4986,33,33,97,53,81,24
c4987,26,26,25,5,97,46
c4988,15,15,28,1,48,5
c4989,12,12,16,16,70,11
c4990,20,20,47,8,103,7
c4991,23,23,27,10,42,21
c4992,31,31,32,30,59,26
c4993,15,15,28,8,28,12
c4994,22,22,14,15,137,37
c4995,38,38,22,1,54,72
c4996,1,1,30,8,40,8
c4997,26,26,53,7,87,30
c4998,19,19,23,10,54,29
c4999,40,40,76,40,75,29
c5000,27,27,63,17,36,17
c5001,12,12,21,19,66,13
c5002,23,23,70,17,114,19
c5003,13,13,42,17,76,33
c5004,13,13,16,16,108,24
c5005,21,21,61,46,31,15
c5006,41,41,97,9,151,9
c5007,22,22,45,8,153,12
c5008,25,25,44,41,104,21
c5009,37,37,70,7,144,19
c5010,22,22,25,20,60,9
c5011,25,25,20,16,82,6
c5012,28,28,32,21,88,44
c5013,14,14,14,13,98,25
c5014,17,17,32,17,172,53
c5015,15,15,31,158,85,20
c5016,20,20,15,4,154,35
c5017,60,60,9,87,79,62
c5018,11,11,28,2,132,45
c5019,13,13,34,36,47,14
c5020,14,14,61,38,127,23
c5021,13,13,64,45,77,21
c5022,15,15,27,29,82,26
c5023,42,42,55,49,155,66
c5024,9,9,46,16,100,23
c5025,19,19,39,34,109,24
c5026,18,18,16,7,114,22
c5027,30,30,45,16,41,14
c5028,29,29,100,94,102,30
c5029,51,51,68,31,113,21
c5030,9,9,67,6,34,4
c5031,33,33,22,2,110,42
c5032,21,21,35,8,122,24
c5033,36,36,13,27,82,29
c5034,27,27,40,16,69,20
c5035,28,28,38,51,77,21
c5036,13,13,25,21,77,32
c5037,15,15,59,78,48,22
c5038,21,21,22,5,36,8
c5039,27,27,43,11,58,11
c5040,22,22,20,20,22,11
c5041,7,7,5,3,98,18
c5042,13,13,26,27,78,19
c5043,35,35,42,33,72,52
c5044,24,24,28,31,80,9
c5045,14,14,39,36,109,45
c5046,25,25,42,26,104,24
c5047,36,36,87,93,152,32
