cell_id,NRAS.1.115258747.C,NPM1.5.170837543.C,WT1.11.32417907.G
c2887,4,8,35
c2888,23,46,73
c2889,11,22,75
c2890,24,40,28
c2891,11,6,53
c2892,7,8,66
c2893,21,12,81
c2894,13,22,38
c2895,21,2,28
c2896,10,16,26
c2897,33,48,34
c2898,12,14,52
c2899,13,14,32
c2900,10,8,51
c2901,11,83,49
c2902,24,62,46
c2903,14,22,17
c2904,4,2,52
c2905,10,54,69
c2906,12,3,28
c2907,26,44,48
c2908,22,42,30
c2909,15,18,45
c2910,14,3,21
c2911,15,22,22
c2912,26,68,35
c2913,8,2,35
c2914,18,4,18
c2915,19,11,35
c2916,10,7,28
c2917,19,23,53
c2918,26,35,53
c2919,22,6,7
c2920,34,59,44
c2921,19,36,62
c2922,11,9,67
c2923,12,2,72
c2924,11,42,36
c2925,20,37,10
c2926,17,17,40
c2927,22,19,14
c2928,2,3,18
c2929,16,6,40
c2930,2,10,60
c2931,5,1,52
c2932,6,7,49
c2933,6,13,48
c2934,15,67,62
c2935,23,35,42
c2936,9,12,20
c2937,13,19,44
c2938,16,21,75
c2939,9,35,48
c2940,2,31,50
c2941,21,21,58
c2942,14,18,31
c2943,9,74,34
c2944,33,18,76
c2945,14,0,30
c2946,30,49,52
c2947,34,58,81
c2948,13,6,20
c2949,2,16,14
c2950,9,46,37
c2951,39,23,56
c2952,8,11,87
c2953,33,21,136
c2954,11,16,25
c2955,4,14,58
c2956,10,0,63
c2957,3,23,29
c2958,4,43,22
c2959,25,76,66
c2960,20,22,70
c2961,10,18,35
c2962,21,51,30
c2963,14,26,34
c2964,9,1,60
c2965,10,4,26
c2966,3,20,55
c2967,11,7,36
c2968,12,8,44
c2969,19,39,74
c2970,16,34,22
c2971,4,33,46
c2972,8,2,37
c2973,22,40,82
c2974,7,79,47
c2975,22,8,37
c2976,2,12,56
c2977,13,15,18
c2978,15,16,25
c2979,24,79,111
c2980,28,52,46
c2981,20,45,40
c2982,14,26,21
c2983,20,4,52
c2984,17,7,145
c2985,14,24,79
c2986,5,9,70
c2987,10,58,48
c2988,17,7,19
c2989,6,16,32
c2990,11,15,47
c2991,25,19,48
c2992,9,40,19
c2993,14,40,64
c2994,20,18,30
c2995,8,28,38
c2996,11,3,44
c2997,42,7,80
c2998,19,63,35
c2999,5,8,41
c3000,10,0,31
c3001,7,26,41
c3002,21,27,42
c3003,22,34,78
c3004,10,8,52
c3005,11,9,47
c3006,11,23,59
c3007,24,29,40
c3008,22,28,59
c3009,28,27,48
c3010,7,22,36
c3011,21,41,43
c3012,21,3,53
c3013,19,14,28
c3014,28,31,138
c3015,15,16,36
c3016,7,18,96
c3017,13,5,103
c3018,14,40,39
c3019,7,8,17
c3020,36,34,74
c3021,14,14,33
c3022,5,11,47
c3023,10,4,45
c3024,5,4,34
c3025,1,32,32
c3026,19,4,56
c3027,5,8,37
c3028,10,9,19
c3029,17,11,44
c3030,15,48,15
c3031,14,10,39
c3032,25,3,81
c3033,5,60,33
c3034,13,0,18
c3035,7,40,44
c3036,28,17,23
c3037,6,2,37
c3038,15,17,21
c3039,24,5,80
c3040,17,18,39
c3041,15,42,22
c3042,12,80,59
c3043,11,7,22
c3044,14,6,33
c3045,18,71,52
c3046,30,48,43
c3047,13,23,29
c3048,8,21,23
c3049,13,22,24
c3050,12,4,25
c3051,9,23,31
c3052,7,0,12
c3053,9,13,50
c3054,25,5,19
c3055,11,29,33
c3056,8,6,32
c3057,43,34,75
c3058,8,13,47
c3059,12,0,50
c3060,14,12,33
c3061,2,4,67
c3062,13,11,50
c3063,4,18,25
c3064,23,18,78
c3065,21,36,31
c3066,16,6,47
c3067,26,41,45
c3068,25,40,74
c3069,14,8,92
c3070,13,8,49
c3071,21,38,52
c3072,17,34,13
c3073,21,30,18
c3074,7,11,29
c3075,16,55,63
c3076,21,42,62
c3077,4,4,19
c3078,8,20,35
c3079,30,30,160
c3080,12,5,55
c3081,4,47,53
c3082,3,0,32
c3083,10,15,53
c3084,11,34,23
c3085,26,27,56
c3086,18,15,47
c3087,8,28,33
c3088,12,7,25
c3089,15,2,44
c3090,10,11,17
c3091,11,48,67
c3092,10,7,27
c3093,21,46,24
c3094,8,28,37
c3095,19,0,29
c3096,24,0,27
c3097,6,18,45
c3098,14,57,28
c3099,10,17,59
c3100,10,9,48
c3101,24,84,49
c3102,17,25,37
c3103,10,2,43
c3104,12,38,43
c3105,1,2,40
c3106,10,63,33
c3107,11,24,22
c3108,29,80,39
c3109,3,18,42
c3110,18,34,52
c3111,14,7,40
c3112,5,13,57
c3113,29,91,59
c3114,4,34,39
c3115,8,118,65
c3116,8,32,52
c3117,8,7,37
c3118,15,18,56
c3119,28,18,72
c3120,7,18,44
c3121,2,24,26
c3122,10,0,18
c3123,5,8,61
c3124,14,24,37
c3125,12,8,16
c3126,7,29,28
c3127,16,31,52
c3128,16,2,81
c3129,22,18,20
c3130,5,40,46
c3131,18,23,31
c3132,3,7,51
c3133,26,4,37
c3134,8,60,40
c3135,35,29,80
c3136,8,58,29
c3137,11,17,26
c3138,11,11,30
c3139,12,0,39
c3140,48,70,0
c3141,16,28,49
c3142,10,19,30
c3143,4,9,83
c3144,9,5,48
c3145,4,2,27
c3146,2,11,57
c3147,10,34,37
c3148,11,11,52
c3149,25,21,52
c3150,5,18,7
c3151,16,8,26
c3152,4,20,44
c3153,13,5,36
c3154,34,84,86
c3155,29,82,65
c3156,47,87,83
c3157,8,10,44
c3158,17,14,30
c3159,30,39,24
c3160,7,11,48
c3161,11,16,98
c3162,4,2,25
c3163,17,11,27
c3164,17,3,39
c3165,5,1,22
c3166,14,21,31
c3167,13,29,43
c3168,15,40,35
c3169,29,105,52
c3170,5,4,81
c3171,19,30,48
c3172,11,3,79
c3173,9,6,48
c3174,19,69,37
c3175,7,0,28
c3176,7,8,37
c3177,22,41,38
c3178,7,36,61
c3179,13,33,55
c3180,11,2,40
c3181,6,25,68
c3182,18,24,48
c3183,8,6,9
c3184,8,16,32
c3185,12,2,30
c3186,2,2,12
c3187,3,0,20
c3188,18,8,30
c3189,25,21,75
c3190,3,3,90
c3191,7,0,28
c3192,2,25,40
c3193,12,4,44
c3194,3,0,16
c3195,27,36,55
c3196,39,73,70
c3197,1,2,72
c3198,7,10,54
c3199,8,15,62
c3200,5,3,67
c3201,3,45,37
c3202,4,6,34
c3203,19,38,22
c3204,35,38,56
c3205,29,40,57
c3206,29,38,57
c3207,5,0,63
c3208,12,0,49
c3209,18,49,34
c3210,18,8,91
c3211,21,2,80
c3212,6,3,29
c3213,12,36,28
c3214,7,6,52
c3215,9,7,49
c3216,4,8,24
c3217,12,6,44
c3218,4,0,69
c3219,1,0,69
c3220,12,10,65
c3221,13,10,51
c3222,22,20,68
c3223,29,22,79
c3224,14,70,22
c3225,36,24,83
c3226,6,12,28
c3227,1,0,37
c3228,8,11,46
c3229,12,57,33
c3230,25,3,44
c3231,22,15,67
c3232,7,30,47
c3233,4,46,42
c3234,12,2,34
c3235,7,8,56
c3236,9,27,71
c3237,6,4,35
c3238,23,61,68
c3239,11,9,31
c3240,1,0,45
c3241,19,20,94
c3242,50,116,108
c3243,9,26,18
c3244,4,13,27
c3245,15,9,131
c3246,4,7,19
c3247,9,4,56
c3248,20,6,22
c3249,2,6,17
c3250,12,10,39
c3251,18,5,38
c3252,11,12,46
c3253,12,21,54
c3254,27,16,76
c3255,37,89,81
c3256,6,11,36
c3257,5,9,29
c3258,14,30,76
c3259,21,13,42
c3260,5,30,14
c3261,8,20,28
c3262,9,1,79
c3263,5,4,24
c3264,10,0,21
c3265,12,2,46
c3266,10,5,52
c3267,1,17,28
c3268,2,4,7
c3269,4,19,49
c3270,17,8,28
c3271,19,71,66
c3272,11,14,8
c3273,28,36,47
c3274,18,10,27
c3275,15,10,31
c3276,14,34,37
c3277,51,30,86
c3278,47,59,99
c3279,40,48,78
c3280,5,11,33
c3281,9,5,115
c3282,13,36,35
c3283,4,30,44
c3284,12,4,93
c3285,9,1,52
c3286,14,17,19
c3287,13,11,40
c3288,18,56,49
c3289,13,42,16
c3290,14,23,61
c3291,28,51,11
c3292,10,21,45
c3293,17,21,27
c3294,18,31,5
c3295,22,0,38
c3296,10,43,38
c3297,13,58,62
c3298,38,40,40
c3299,30,69,111
c3300,13,2,83
c3301,16,7,63
c3302,10,27,40
c3303,8,3,78
c3304,22,10,45
c3305,4,16,27
c3306,9,14,34
c3307,5,7,53
c3308,18,22,45
c3309,11,7,87
c3310,21,14,68
c3311,2,2,62
c3312,13,5,32
c3313,26,31,10
c3314,9,17,24
c3315,16,3,23
c3316,19,7,89
c3317,6,77,39
c3318,13,40,52
c3319,6,8,17
c3320,3,8,45
c3321,16,9,37
c3322,9,10,19
c3323,13,36,70
c3324,16,47,45
c3325,26,70,51
c3326,9,29,28
c3327,17,40,26
c3328,42,35,101
c3329,23,27,91
c3330,21,50,38
c3331,10,4,116
c3332,4,2,66
c3333,24,26,34
c3334,22,13,41
c3335,11,11,70
c3336,22,19,56
c3337,23,34,57
c3338,12,0,76
c3339,18,6,16
c3340,19,40,37
c3341,7,0,37
c3342,3,8,58
c3343,15,25,57
c3344,16,17,14
c3345,13,15,45
c3346,5,2,51
c3347,4,62,24
c3348,14,55,19
c3349,13,3,24
c3350,31,31,77
c3351,19,0,49
c3352,10,23,30
c3353,18,26,61
c3354,8,11,63
c3355,26,72,68
c3356,55,13,212
c3357,8,10,50
c3358,6,26,29
c3359,7,13,29
c3360,10,2,25
c3361,26,5,47
c3362,13,7,47
c3363,7,4,54
c3364,16,30,14
c3365,12,29,55
c3366,18,3,64
c3367,13,44,46
c3368,25,36,48
c3369,14,9,63
c3370,7,6,49
c3371,10,32,52
c3372,16,30,31
c3373,16,24,72
c3374,10,5,20
c3375,15,2,34
c3376,10,28,42
c3377,15,40,47
c3378,25,2,34
c3379,26,20,91
c3380,27,17,52
c3381,12,6,27
c3382,7,19,50
c3383,6,10,23
c3384,16,0,50
c3385,30,36,81
c3386,23,70,100
c3387,19,33,68
c3388,2,24,39
c3389,23,33,42
c3390,19,20,31
c3391,22,54,44
c3392,10,4,25
c3393,18,9,30
c3394,10,9,63
c3395,20,17,43
c3396,4,4,63
c3397,37,7,65
c3398,7,0,77
c3399,12,5,26
c3400,21,8,58
c3401,6,41,26
c3402,7,21,51
c3403,26,14,74
c3404,13,0,66
c3405,7,25,54
c3406,30,30,38
c3407,12,25,17
c3408,11,10,18
c3409,30,45,31
c3410,10,16,28
c3411,12,39,39
c3412,11,5,35
c3413,10,23,28
c3414,18,35,31
c3415,11,24,29
c3416,6,5,44
c3417,12,10,51
c3418,15,2,48
c3419,16,15,24
c3420,13,14,32
c3421,3,10,80
c3422,17,92,90
c3423,9,10,39
c3424,14,21,55
c3425,18,27,61
c3426,39,28,67
c3427,12,12,48
c3428,10,14,22
c3429,29,36,79
c3430,15,6,98
c3431,23,22,43
c3432,13,12,45
c3433,8,9,36
c3434,27,9,96
c3435,11,59,72
c3436,33,36,46
c3437,20,10,20
c3438,18,36,62
c3439,13,27,35
c3440,9,7,48
c3441,21,20,65
c3442,28,39,75
c3443,6,15,59
c3444,6,1,49
c3445,6,12,102
c3446,20,22,75
c3447,4,6,53
c3448,27,17,55
c3449,16,28,79
c3450,4,3,84
c3451,14,12,49
c3452,14,13,54
c3453,7,34,44
c3454,12,18,33
c3455,4,15,36
c3456,13,14,28
c3457,3,6,54
c3458,16,31,65
c3459,18,0,28
c3460,31,65,106
c3461,26,15,73
c3462,11,14,47
c3463,18,16,25
c3464,3,2,49
c3465,14,16,40
c3466,4,2,21
c3467,23,10,82
c3468,3,3,41
c3469,23,38,78
c3470,6,5,63
c3471,35,41,42
c3472,16,52,24
c3473,8,9,45
c3474,15,27,113
c3475,15,17,42
c3476,21,10,60
c3477,12,25,56
c3478,19,5,57
c3479,8,35,28
c3480,11,12,55
c3481,7,0,40
c3482,27,1,35
c3483,17,31,28
c3484,58,15,99
c3485,4,9,40
c3486,11,15,34
c3487,3,6,74
c3488,12,26,71
c3489,33,61,34
c3490,19,32,56
c3491,23,12,81
c3492,17,38,48
c3493,11,16,78
c3494,20,36,33
c3495,11,30,44
c3496,8,24,50
c3497,2,56,37
c3498,15,22,55
c3499,16,55,27
c3500,11,0,46
c3501,7,5,73
c3502,7,21,35
c3503,14,2,33
c3504,12,12,32
c3505,20,15,33
c3506,8,18,13
c3507,16,19,32
c3508,19,24,51
c3509,23,102,101
c3510,7,0,42
c3511,14,6,31
c3512,13,14,22
c3513,7,3,24
c3514,9,6,49
c3515,14,16,61
c3516,9,6,58
c3517,12,22,22
c3518,12,54,30
c3519,14,27,33
c3520,15,0,56
c3521,3,1,44
c3522,19,8,62
c3523,16,5,43
c3524,30,28,56
c3525,9,2,27
c3526,21,14,96
c3527,20,20,24
c3528,11,9,21
c3529,13,29,26
c3530,12,18,37
c3531,25,11,59
c3532,10,9,43
c3533,5,2,59
c3534,29,14,76
c3535,4,32,33
c3536,3,6,36
c3537,0,9,20
c3538,7,7,85
c3539,26,21,50
c3540,16,25,56
c3541,17,32,51
c3542,16,7,38
c3543,6,38,53
c3544,9,6,42
c3545,16,25,78
c3546,36,23,184
c3547,6,24,52
c3548,10,18,61
c3549,6,14,58
c3550,3,34,53
c3551,14,30,33
c3552,25,16,87
c3553,11,4,65
c3554,24,15,62
c3555,2,11,27
c3556,23,30,58
c3557,8,20,18
c3558,10,17,67
c3559,19,44,46
c3560,7,0,63
c3561,3,34,45
c3562,29,58,27
c3563,7,2,39
c3564,8,4,58
c3565,31,13,97
c3566,15,21,47
c3567,13,4,38
c3568,29,8,53
c3569,17,13,28
c3570,33,84,60
c3571,14,29,44
c3572,0,9,36
c3573,14,96,20
c3574,14,24,29
c3575,7,60,28
c3576,38,60,71
c3577,9,8,36
c3578,2,1,37
c3579,27,22,74
c3580,15,6,30
c3581,30,50,39
c3582,23,20,36
c3583,7,0,25
c3584,26,10,38
c3585,4,60,16
c3586,7,2,41
c3587,21,18,58
c3588,14,15,26
c3589,6,23,22
c3590,6,10,28
c3591,9,7,62
c3592,6,1,19
c3593,14,22,33
c3594,5,24,32
c3595,11,30,41
c3596,4,21,15
c3597,25,54,38
c3598,14,1,20
c3599,22,51,104
c3600,39,70,71
c3601,10,19,49
c3602,34,102,59
c3603,1,2,41
c3604,10,15,26
c3605,5,2,113
c3606,13,8,17
c3607,10,48,38
c3608,48,80,55
c3609,11,11,50
c3610,26,17,55
c3611,23,19,41
c3612,14,16,32
c3613,14,0,34
c3614,16,64,17
c3615,7,30,21
c3616,23,2,50
c3617,40,51,78
c3618,10,4,63
c3619,18,28,13
c3620,23,16,68
c3621,13,15,70
c3622,10,16,29
c3623,5,43,39
c3624,22,45,70
c3625,18,22,46
c3626,19,5,39
c3627,14,12,2
c3628,11,33,40
c3629,32,62,66
c3630,12,33,28
c3631,31,21,86
c3632,11,52,96
c3633,21,2,55
c3634,9,18,35
c3635,8,8,66
c3636,7,2,45
c3637,8,1,36
c3638,15,7,66
c3639,12,54,40
c3640,11,43,41
c3641,9,1,37
c3642,14,0,33
c3643,5,30,43
c3644,11,12,54
c3645,1,8,108
c3646,36,45,74
c3647,1,16,84
c3648,6,9,50
c3649,27,32,54
c3650,16,23,24
c3651,24,47,37
c3652,8,25,35
c3653,6,38,60
c3654,20,11,75
c3655,16,22,47
c3656,9,16,58
c3657,7,0,13
c3658,7,57,30
c3659,15,49,58
c3660,12,33,32
c3661,30,22,58
c3662,11,10,40
c3663,13,0,14
c3664,11,0,22
c3665,20,39,20
c3666,18,19,4
c3667,26,57,17
c3668,11,15,17
c3669,7,49,0
c3670,17,7,23
c3671,13,21,12
c3672,23,57,10
c3673,7,22,2
c3674,10,8,44
c3675,24,39,37
c3676,6,4,63
c3677,17,14,31
c3678,10,34,27
c3679,8,3,35
c3680,5,21,12
c3681,17,10,61
c3682,45,75,69
c3683,11,4,24
c3684,21,18,47
c3685,6,7,54
c3686,32,10,42
c3687,7,0,31
c3688,13,28,52
c3689,5,16,32
c3690,21,62,48
c3691,6,0,58
c3692,11,6,50
c3693,15,6,36
c3694,11,6,92
c3695,15,15,32
c3696,4,4,48
c3697,10,11,19
c3698,26,73,29
c3699,20,11,54
c3700,21,26,50
c3701,8,36,61
c3702,24,17,54
c3703,4,4,36
c3704,16,28,35
c3705,7,14,51
c3706,22,53,83
c3707,37,42,46
c3708,17,38,31
c3709,5,3,28
c3710,14,46,52
c3711,11,54,38
c3712,14,44,38
c3713,13,10,37
c3714,12,9,52
c3715,10,17,84
c3716,3,1,11
c3717,35,34,78
c3718,7,4,39
c3719,14,4,25
c3720,14,25,26
c3721,6,6,43
c3722,11,0,42
c3723,20,68,40
c3724,10,4,50
c3725,5,27,24
c3726,45,38,36
c3727,50,44,80
c3728,6,15,48
c3729,11,20,35
c3730,10,9,29
c3731,13,52,42
c3732,5,19,31
c3733,40,65,71
c3734,12,6,35
c3735,5,14,44
c3736,5,2,29
c3737,11,0,15
c3738,21,41,30
c3739,8,7,134
c3740,19,14,31
c3741,22,28,66
c3742,14,3,14
c3743,10,14,23
c3744,6,39,39
c3745,32,27,48
c3746,12,101,26
c3747,12,6,38
c3748,24,33,29
c3749,11,51,67
c3750,0,6,17
c3751,8,7,38
c3752,9,0,35
c3753,14,15,29
c3754,30,26,46
c3755,13,10,42
c3756,10,15,35
c3757,19,42,32
c3758,10,33,99
c3759,5,5,43
c3760,12,14,49
c3761,15,33,52
c3762,16,27,24
c3763,13,8,118
c3764,7,8,44
c3765,10,34,13
c3766,9,0,52
c3767,7,0,24
c3768,35,24,33
c3769,31,40,47
c3770,16,2,55
c3771,2,6,75
c3772,24,17,75
c3773,10,11,50
c3774,3,20,56
c3775,15,15,27
c3776,28,39,48
c3777,14,17,54
c3778,12,24,40
c3779,18,14,38
c3780,16,21,32
c3781,24,20,36
c3782,9,14,36
c3783,9,0,39
c3784,6,13,30
c3785,8,9,26
c3786,14,27,33
c3787,39,47,56
c3788,10,65,38
c3789,18,59,28
c3790,27,17,67
c3791,12,10,33
c3792,12,6,32
c3793,6,2,60
c3794,17,45,44
c3795,10,62,46
c3796,7,12,28
c3797,13,0,20
c3798,13,16,42
c3799,22,18,33
c3800,15,62,65
c3801,8,8,25
c3802,19,14,15
c3803,19,11,40
c3804,21,33,54
c3805,4,11,26
c3806,13,0,58
c3807,2,8,63
c3808,15,0,41
c3809,9,8,25
c3810,10,20,69
c3811,2,2,40
c3812,7,1,44
c3813,6,1,16
c3814,15,17,27
c3815,9,23,38
c3816,9,36,33
c3817,8,10,30
c3818,18,27,21
c3819,7,16,46
c3820,11,13,32
c3821,2,14,32
c3822,8,0,32
c3823,13,18,31
c3824,21,8,69
c3825,17,7,58
c3826,10,0,31
c3827,15,77,52
c3828,20,29,44
c3829,4,37,90
c3830,19,20,122
c3831,33,21,68
c3832,4,7,36
c3833,11,8,58
c3834,18,22,70
c3835,13,34,22
c3836,16,34,34
c3837,4,7,75
c3838,22,50,44
c3839,10,45,42
c3840,4,115,6
c3841,21,36,25
c3842,8,15,47
c3843,15,6,76
c3844,8,0,71
c3845,37,32,38
c3846,13,17,52
c3847,13,16,22
c3848,9,41,35
c3849,10,5,31
c3850,14,0,44
c3851,14,12,64
c3852,24,23,49
c3853,9,8,40
c3854,13,14,43
c3855,13,40,17
c3856,17,4,70
c3857,8,15,14
c3858,6,34,37
c3859,19,24,47
c3860,15,22,22
c3861,19,19,32
c3862,6,16,32
c3863,8,18,35
c3864,15,26,34
c3865,9,18,33
c3866,19,22,50
c3867,5,15,35
c3868,20,18,67
c3869,7,2,63
c3870,7,31,24
c3871,9,7,26
c3872,5,17,33
c3873,19,26,35
c3874,13,16,27
c3875,8,27,105
c3876,17,23,28
c3877,11,0,20
c3878,8,24,35
c3879,28,72,29
c3880,4,0,11
c3881,5,2,42
c3882,3,27,24
c3883,6,9,34
c3884,11,12,53
c3885,18,8,76
c3886,6,6,76
c3887,10,6,20
c3888,37,20,125
c3889,10,4,20
c3890,32,29,49
c3891,5,63,33
c3892,8,41,43
c3893,6,0,19
c3894,24,25,26
c3895,7,25,39
c3896,19,7,29
c3897,13,22,34
c3898,10,3,32
c3899,6,23,28
c3900,13,41,45
c3901,17,6,33
c3902,5,0,13
c3903,31,19,70
c3904,10,6,27
c3905,21,38,86
c3906,2,2,91
c3907,9,12,36
c3908,11,0,23
c3909,5,17,60
c3910,11,2,70
c3911,15,6,183
c3912,7,33,27
c3913,15,7,64
c3914,2,5,32
c3915,5,7,69
c3916,35,33,28
c3917,33,16,16
c3918,21,12,79
c3919,40,39,44
c3920,12,15,82
c3921,25,21,59
c3922,15,16,93
c3923,4,6,54
c3924,19,2,69
c3925,16,55,71
c3926,8,159,65
c3927,17,23,8
c3928,14,7,43
c3929,2,8,42
c3930,8,32,24
c3931,30,78,91
c3932,16,22,59
c3933,5,2,51
c3934,12,11,23
c3935,6,27,17
c3936,21,43,18
c3937,29,62,90
c3938,9,32,35
c3939,13,0,16
c3940,18,2,42
c3941,21,17,31
c3942,11,22,29
c3943,15,13,57
c3944,14,38,24
c3945,6,4,35
c3946,5,17,23
c3947,7,8,22
c3948,9,6,66
c3949,15,43,34
c3950,12,0,51
c3951,5,24,28
c3952,9,28,67
c3953,4,7,30
c3954,36,32,78
c3955,2,43,26
c3956,11,30,53
c3957,16,12,68
c3958,33,40,66
c3959,4,34,84
c3960,20,17,52
c3961,11,22,26
c3962,11,6,54
c3963,14,8,56
c3964,7,9,65
c3965,3,5,78
c3966,11,15,21
c3967,16,73,62
c3968,7,2,67
c3969,19,32,53
c3970,6,2,83
c3971,14,3,44
c3972,7,10,71
c3973,4,24,27
c3974,11,40,62
c3975,33,41,64
c3976,17,22,48
c3977,26,74,59
c3978,26,97,122
c3979,11,20,49
c3980,5,4,26
c3981,5,22,36
c3982,8,13,60
c3983,4,7,112
c3984,4,8,60
c3985,15,48,75
c3986,8,50,47
c3987,2,31,55
c3988,3,9,45
c3989,7,12,39
c3990,2,14,51
c3991,10,46,56
c3992,9,33,38
c3993,8,18,24
c3994,10,12,48
c3995,3,6,90
c3996,26,19,90
c3997,11,22,31
c3998,10,12,72
c3999,14,27,46
c4000,11,12,39
c4001,13,65,70
c4002,13,36,27
c4003,7,9,72
c4004,12,3,40
c4005,25,6,53
c4006,20,18,82
c4007,16,55,94
c4008,12,31,44
c4009,1,4,53
c4010,5,16,38
c4011,8,6,57
c4012,7,36,34
c4013,10,18,16
c4014,25,17,72
c4015,12,87,45
c4016,14,34,30
c4017,5,48,33
c4018,14,63,56
c4019,18,55,46
c4020,7,33,48
c4021,1,3,31
c4022,15,32,46
c4023,21,9,107
c4024,20,27,48
c4025,27,28,46
c4026,2,18,25
c4027,6,54,12
c4028,22,19,15
c4029,8,16,40
c4030,16,32,65
c4031,12,17,145
c4032,6,2,90
c4033,12,46,34
c4034,13,17,42
c4035,28,55,36
c4036,11,10,90
c4037,7,7,23
c4038,19,10,66
c4039,11,43,54
c4040,11,8,69
c4041,7,9,26
c4042,19,82,32
c4043,21,21,34
c4044,11,17,54
c4045,14,9,39
c4046,17,8,54
c4047,4,4,80
c4048,10,23,33
c4049,6,12,31
c4050,3,6,30
c4051,13,22,30
c4052,14,24,57
c4053,8,10,29
c4054,11,20,17
c4055,31,32,30
c4056,17,34,31
c4057,5,11,69
c4058,9,2,33
c4059,5,7,70
c4060,31,24,83
c4061,25,55,21
c4062,16,19,47
c4063,16,22,25
c4064,4,3,26
c4065,18,11,90
c4066,9,6,33
c4067,6,39,26
c4068,17,11,23
c4069,4,36,26
c4070,14,34,29
c4071,24,42,118
c4072,13,54,50
c4073,20,27,36
c4074,23,61,76
c4075,19,10,38
c4076,20,82,44
c4077,36,5,99
c4078,19,93,63
c4079,11,41,64
c4080,15,7,36
c4081,20,42,22
c4082,13,38,27
c4083,9,26,44
c4084,16,60,55
c4085,11,10,42
c4086,19,24,20
c4087,8,5,26
c4088,10,4,51
c4089,19,14,55
c4090,12,28,40
c4091,10,2,48
c4092,4,8,52
c4093,8,3,37
c4094,14,35,22
c4095,6,16,31
c4096,4,29,32
c4097,16,28,55
c4098,21,79,46
c4099,24,4,18
c4100,18,39,35
c4101,5,29,14
c4102,21,27,10
c4103,7,12,35
c4104,12,21,23
c4105,7,8,45
c4106,23,39,46
c4107,4,36,17
c4108,11,10,25
c4109,33,42,67
c4110,13,24,65
c4111,12,4,27
c4112,8,5,52
c4113,23,4,64
c4114,6,5,66
c4115,20,25,38
c4116,16,8,71
c4117,14,34,34
c4118,11,46,29
c4119,8,50,38
c4120,15,35,24
c4121,18,54,30
c4122,36,31,59
c4123,14,16,47
c4124,19,5,185
c4125,25,23,33
c4126,12,6,28
c4127,6,24,49
c4128,12,71,24
c4129,4,8,26
c4130,22,14,63
c4131,35,42,68
c4132,6,38,58
c4133,33,39,43
c4134,29,37,67
c4135,26,16,73
c4136,14,24,52
c4137,9,31,58
c4138,18,13,40
c4139,14,50,60
c4140,18,4,15
c4141,9,36,31
c4142,1,7,43
c4143,28,7,175
c4144,4,10,65
c4145,13,41,67
c4146,16,18,55
c4147,17,25,39
c4148,14,17,42
c4149,24,10,59
c4150,17,74,31
c4151,4,17,28
c4152,11,12,33
c4153,7,12,61
c4154,14,20,35
c4155,21,25,38
c4156,23,60,42
c4157,11,5,21
c4158,12,6,24
c4159,10,22,34
c4160,24,58,15
c4161,24,30,35
c4162,29,48,51
c4163,5,6,45
c4164,23,13,52
c4165,9,102,28
c4166,17,16,27
c4167,5,5,45
c4168,14,6,26
c4169,11,46,25
c4170,1,90,41
c4171,2,40,27
c4172,2,2,29
c4173,31,46,42
c4174,5,4,13
c4175,22,45,66
c4176,7,19,50
c4177,12,14,57
c4178,25,26,50
c4179,27,3,63
c4180,8,23,38
c4181,19,11,55
c4182,16,62,32
c4183,16,38,100
c4184,18,44,30
c4185,17,47,41
c4186,19,12,23
c4187,34,93,46
c4188,11,22,19
c4189,26,15,77
c4190,7,8,26
c4191,29,37,28
c4192,30,46,57
c4193,9,10,4
c4194,12,46,23
c4195,12,6,24
c4196,9,5,34
c4197,32,17,41
c4198,18,12,39
c4199,5,35,21
c4200,26,15,58
c4201,18,2,67
c4202,8,10,23
c4203,17,41,48
c4204,15,6,66
c4205,40,31,85
c4206,1,6,24
c4207,19,10,77
c4208,19,12,38
c4209,10,19,15
c4210,11,16,53
c4211,5,19,39
c4212,4,15,8
c4213,11,19,60
c4214,12,12,42
c4215,20,20,134
c4216,16,24,21
c4217,15,21,35
c4218,4,14,49
c4219,9,7,23
c4220,3,1,42
c4221,20,7,53
c4222,10,86,47
c4223,47,62,109
c4224,22,31,39
c4225,11,54,30
c4226,48,143,121
c4227,5,45,26
c4228,7,2,23
c4229,22,38,38
c4230,27,20,89
c4231,24,36,43
c4232,12,14,32
c4233,6,32,24
c4234,19,17,67
c4235,9,53,32
c4236,21,11,20
c4237,5,70,70
c4238,7,16,19
c4239,13,10,32
c4240,8,33,50
c4241,7,9,11
c4242,7,39,46
c4243,20,45,50
c4244,5,7,76
c4245,14,6,32
c4246,6,28,61
c4247,15,33,21
c4248,17,46,75
c4249,25,21,50
c4250,6,18,32
c4251,16,24,49
c4252,30,50,77
c4253,9,8,34
c4254,10,1,31
c4255,7,6,33
c4256,15,57,19
c4257,10,54,47
c4258,9,0,48
c4259,33,24,87
c4260,10,66,41
c4261,8,22,43
c4262,12,15,22
c4263,16,29,29
c4264,42,105,96
c4265,10,17,36
c4266,13,45,86
c4267,7,21,28
c4268,5,21,43
c4269,14,9,23
c4270,15,61,22
c4271,12,42,14
c4272,12,1,38
c4273,23,42,44
c4274,7,9,55
c4275,22,50,30
c4276,4,19,25
c4277,22,42,113
c4278,18,29,49
c4279,12,9,44
c4280,12,10,31
c4281,9,4,43
