cell_id,DNMT3A.2.25457243.G,NPM1.5.170837543.C,FLT3.13.28608273.X,TP53.17.7578275.G
c2402,9,0,22,33
c2403,63,8,125,100
c2404,55,31,138,88
c2405,41,16,80,106
c2406,59,5,102,66
c2407,96,37,162,83
c2408,15,1,100,57
c2409,34,13,49,37
c2410,90,22,87,78
c2411,57,5,107,68
c2412,22,5,90,58
c2413,132,46,189,124
c2414,74,42,105,71
c2415,56,26,87,68
c2416,47,58,58,32
c2417,96,28,162,72
c2418,99,17,102,79
c2419,9,2,78,28
c2420,20,1,61,57
c2421,7,10,36,39
c2422,363,56,568,325
c2423,75,11,168,93
c2424,27,7,26,49
c2425,130,26,80,94
c2426,84,11,100,92
c2427,17,6,162,72
c2428,72,3,198,164
c2429,50,16,165,67
c2430,37,42,32,48
c2431,76,32,126,92
c2432,14,9,153,21
c2433,147,19,186,85
c2434,125,40,154,55
c2435,14,2,46,20
c2436,39,7,154,68
c2437,35,42,84,59
c2438,109,70,302,140
c2439,39,7,210,55
c2440,23,28,54,20
c2441,62,13,120,115
c2442,133,0,95,203
c2443,113,3,170,103
c2444,48,8,154,39
c2445,29,4,112,73
c2446,72,3,78,80
c2447,47,4,163,77
c2448,114,49,140,76
c2449,43,3,43,47
c2450,27,19,63,71
c2451,50,7,157,73
c2452,39,37,19,22
c2453,10,2,12,45
c2454,46,24,130,115
c2455,1,4,12,62
c2456,45,14,124,130
c2457,45,15,61,271
c2458,137,79,171,153
c2459,41,57,51,44
c2460,67,70,86,56
c2461,17,9,115,62
c2462,21,12,16,23
c2463,54,33,187,89
c2464,51,5,118,74
c2465,109,22,180,82
c2466,61,21,97,67
c2467,106,32,66,73
c2468,62,18,206,129
c2469,55,60,38,28
c2470,117,109,211,115
c2471,54,42,99,64
c2472,27,5,43,75
c2473,7,7,14,6
c2474,48,19,83,55
c2475,13,0,7,20
c2476,101,23,134,103
c2477,105,193,224,153
c2478,47,6,66,93
c2479,23,31,20,17
c2480,125,111,95,99
c2481,75,72,116,37
c2482,80,20,181,104
c2483,147,48,126,61
c2484,11,6,31,78
c2485,183,43,284,273
c2486,3,2,31,65
c2487,47,34,108,39
c2488,22,8,82,36
c2489,5,1,78,28
c2490,65,4,48,68
c2491,159,15,150,95
c2492,33,4,55,36
c2493,62,10,72,147
c2494,55,42,66,80
c2495,57,47,70,64
c2496,31,29,51,51
c2497,44,5,73,124
c2498,54,8,81,88
c2499,45,16,101,102
c2500,89,75,126,93
c2501,20,15,128,85
c2502,109,274,115,137
c2503,20,14,50,60
c2504,43,4,104,211
c2505,41,5,128,138
c2506,190,121,131,151
c2507,40,11,75,35
c2508,33,31,25,26
c2509,98,64,112,69
c2510,48,19,86,82
c2511,140,69,111,123
c2512,63,62,103,78
c2513,172,10,383,152
c2514,48,6,105,40
c2515,300,56,348,387
c2516,21,2,151,85
c2517,38,11,61,72
c2518,7,8,41,62
c2519,1,6,42,59
c2520,21,12,122,131
c2521,109,18,110,178
c2522,45,8,131,76
c2523,33,4,27,28
c2524,113,75,121,60
c2525,6,4,20,21
c2526,30,24,41,23
c2527,26,10,103,70
c2528,5,1,59,45
c2529,19,10,105,0
c2530,52,6,101,62
c2531,159,118,301,147
c2532,173,45,227,142
c2533,63,37,105,48
c2534,111,7,121,40
c2535,215,42,309,272
c2536,39,0,71,29
c2537,53,19,150,22
c2538,41,20,51,43
c2539,10,3,103,96
c2540,53,67,130,55
c2541,317,328,299,18
c2542,63,12,52,39
c2543,95,38,90,40
c2544,110,67,177,159
c2545,45,9,324,122
c2546,96,87,59,55
c2547,171,56,277,182
c2548,90,13,135,70
c2549,51,59,48,38
c2550,80,82,66,62
c2551,96,16,124,180
c2552,22,2,37,72
c2553,41,1,83,81
c2554,108,60,124,59
c2555,194,106,256,187
c2556,16,2,17,29
c2557,19,2,40,51
c2558,49,185,116,102
c2559,72,40,89,62
c2560,59,74,67,45
c2561,125,2,123,81
c2562,93,60,108,85
c2563,82,13,124,70
c2564,96,13,101,48
c2565,22,3,35,93
c2566,7,13,164,56
c2567,92,28,185,127
c2568,62,48,83,69
c2569,1,0,41,49
c2570,18,4,29,46
c2571,182,80,271,154
c2572,48,37,95,54
c2573,47,3,123,12
c2574,3,1,16,38
c2575,39,13,162,45
c2576,45,4,72,61
c2577,129,20,178,67
c2578,36,34,76,52
c2579,53,14,105,64
c2580,38,3,54,14
c2581,61,22,72,51
c2582,80,18,73,70
c2583,137,102,200,146
c2584,64,26,87,76
c2585,60,5,67,39
c2586,107,7,123,68
c2587,2,0,52,41
c2588,2,3,51,56
c2589,139,67,161,80
c2590,89,68,107,99
c2591,298,185,461,274
c2592,144,15,267,209
c2593,54,15,51,66
c2594,118,33,117,95
c2595,18,2,40,15
c2596,6,3,12,13
c2597,65,25,100,51
c2598,78,28,110,178
c2599,50,83,58,62
c2600,42,4,79,25
c2601,1,0,78,30
c2602,165,19,240,161
c2603,96,35,157,117
c2604,48,9,116,127
c2605,9,0,77,34
c2606,67,2,82,161
c2607,31,40,107,85
c2608,45,21,116,126
c2609,67,49,46,72
c2610,48,79,59,23
c2611,118,43,102,101
c2612,9,4,77,71
c2613,17,95,75,58
c2614,102,17,83,120
c2615,8,1,2,30
c2616,298,152,314,371
c2617,104,17,86,52
c2618,20,17,106,42
c2619,167,18,73,168
c2620,58,36,80,59
c2621,55,15,121,20
c2622,95,20,62,43
c2623,91,4,112,100
c2624,153,50,0,173
c2625,8,10,50,31
c2626,24,12,89,99
c2627,54,16,119,75
c2628,13,0,39,7
c2629,37,5,55,81
c2630,318,210,323,185
c2631,9,1,32,12
c2632,72,29,91,48
c2633,72,16,76,74
c2634,21,8,84,130
c2635,82,77,104,66
c2636,278,102,245,167
c2637,62,51,56,48
c2638,207,229,213,120
c2639,37,14,130,78
c2640,51,53,85,68
c2641,0,6,66,54
c2642,6,2,20,62
c2643,70,16,130,50
c2644,51,33,29,43
c2645,22,12,61,50
c2646,60,7,140,160
c2647,50,4,112,105
c2648,34,8,98,67
c2649,24,0,40,40
c2650,73,13,120,91
c2651,137,59,128,87
c2652,97,46,30,62
c2653,4,0,33,27
c2654,5,0,20,17
c2655,73,8,128,55
c2656,78,26,138,87
c2657,45,4,99,70
c2658,89,56,62,60
c2659,33,8,71,39
c2660,15,4,55,220
c2661,16,1,96,58
c2662,24,35,53,61
c2663,10,3,165,82
c2664,48,24,86,133
c2665,11,3,46,69
c2666,181,149,268,232
c2667,97,0,81,59
c2668,51,6,304,144
c2669,83,67,105,92
c2670,190,191,191,133
c2671,158,25,186,106
c2672,3,0,75,14
c2673,49,3,79,32
c2674,75,77,59,45
c2675,96,27,136,52
c2676,111,29,191,78
c2677,68,11,101,95
c2678,72,68,50,49
c2679,29,21,91,118
c2680,11,6,38,61
c2681,127,129,105,116
c2682,2,3,28,86
c2683,46,38,78,42
c2684,28,6,88,91
c2685,38,15,48,75
c2686,38,30,64,35
c2687,38,11,69,76
c2688,117,28,224,55
c2689,14,1,34,120
c2690,51,23,157,109
c2691,8,5,48,37
c2692,69,47,72,55
c2693,22,1,46,17
c2694,39,5,54,47
c2695,88,35,190,129
c2696,27,0,71,44
c2697,6,2,29,16
c2698,18,2,18,31
c2699,89,89,83,83
c2700,106,37,133,52
c2701,366,169,408,336
c2702,125,34,151,131
c2703,157,14,204,107
c2704,10,0,53,19
c2705,14,2,6,21
c2706,37,20,232,192
c2707,25,5,95,87
c2708,21,6,47,90
c2709,205,62,298,242
c2710,126,141,129,170
c2711,94,92,152,66
c2712,110,27,173,206
c2713,407,366,716,416
c2714,169,19,219,217
c2715,14,1,23,33
c2716,22,4,84,61
c2717,49,64,57,45
c2718,37,14,201,138
c2719,291,161,434,231
c2720,19,0,56,28
c2721,84,31,52,68
c2722,230,222,271,162
c2723,56,17,73,54
c2724,30,3,304,150
c2725,68,19,81,37
c2726,21,4,59,80
c2727,44,10,66,80
c2728,36,24,93,72
c2729,51,12,104,70
c2730,70,57,88,96
c2731,30,10,61,82
c2732,54,73,100,56
c2733,171,239,350,271
c2734,30,20,45,87
c2735,6,2,35,55
c2736,38,15,137,57
c2737,53,88,75,62
c2738,0,9,50,43
c2739,1,75,245,243
c2740,52,78,105,24
c2741,67,22,115,77
c2742,79,36,83,43
c2743,67,47,144,83
c2744,137,68,142,116
c2745,12,0,31,35
c2746,55,56,88,66
c2747,89,30,196,88
c2748,8,4,89,29
c2749,14,5,134,35
c2750,65,26,221,70
c2751,24,2,201,68
c2752,42,9,153,68
c2753,87,24,197,99
c2754,79,8,206,93
c2755,45,22,92,53
c2756,59,21,29,41
c2757,44,103,77,53
c2758,188,123,217,290
c2759,36,2,112,119
c2760,10,6,184,20
c2761,54,82,84,61
c2762,40,36,88,57
c2763,45,28,131,157
c2764,60,37,74,52
c2765,64,22,113,106
c2766,65,7,74,63
c2767,78,5,226,214
c2768,119,117,249,252
c2769,230,310,199,168
c2770,106,4,89,88
c2771,39,13,65,60
c2772,66,63,46,55
c2773,38,45,75,53
c2774,28,6,58,50
c2775,39,6,137,118
c2776,23,4,41,46
c2777,40,19,112,50
c2778,167,169,122,184
c2779,28,17,133,69
c2780,83,30,45,62
c2781,58,41,33,52
c2782,25,1,138,32
c2783,33,38,39,55
c2784,15,0,122,98
c2785,39,2,98,129
c2786,34,4,91,54
c2787,56,32,121,86
c2788,162,28,216,111
c2789,8,9,126,50
c2790,41,71,50,45
c2791,17,10,149,80
c2792,34,16,18,7
c2793,57,29,212,119
c2794,15,13,49,24
c2795,28,23,141,91
c2796,80,10,88,105
c2797,4,2,54,9
c2798,219,8,216,176
c2799,24,15,47,51
c2800,74,25,278,79
c2801,152,178,148,119
c2802,20,8,19,95
c2803,22,11,162,72
c2804,105,6,103,2
c2805,80,68,141,94
c2806,151,44,261,143
c2807,3,5,32,29
c2808,221,223,208,187
c2809,90,39,139,117
c2810,94,12,58,107
c2811,38,8,67,95
c2812,81,47,108,58
c2813,28,4,73,43
c2814,11,46,121,74
c2815,20,3,114,53
c2816,24,12,42,35
c2817,39,7,106,53
c2818,30,10,97,79
c2819,35,5,46,32
c2820,258,307,236,251
c2821,47,17,76,46
c2822,93,20,88,65
c2823,27,38,51,44
c2824,22,6,118,129
c2825,63,47,100,69
c2826,122,9,152,72
c2827,34,6,47,52
c2828,50,17,194,136
c2829,94,37,106,75
c2830,75,23,121,139
c2831,86,48,135,68
c2832,46,4,86,61
c2833,240,11,258,138
c2834,88,33,94,56
c2835,16,44,76,67
c2836,111,151,130,96
c2837,170,83,222,127
c2838,94,46,110,84
c2839,55,65,71,61
c2840,48,8,82,41
c2841,265,123,237,184
c2842,100,27,152,113
c2843,37,5,50,52
c2844,50,67,115,57
c2845,7,1,94,33
c2846,291,103,234,230
c2847,38,26,84,69
c2848,50,63,98,33
c2849,45,72,57,53
c2850,31,46,69,29
c2851,40,36,48,56
c2852,195,19,188,177
c2853,71,18,168,54
c2854,14,4,62,32
c2855,58,7,48,86
c2856,34,22,104,71
c2857,45,13,141,72
c2858,63,15,144,78
c2859,6,4,22,8
c2860,5,4,26,10
c2861,16,2,85,22
c2862,265,283,271,167
c2863,45,3,97,62
c2864,51,11,114,53
c2865,29,14,137,21
c2866,14,5,30,17
c2867,373,221,437,370
c2868,57,0,95,72
c2869,13,4,138,57
c2870,86,69,105,111
c2871,169,188,190,136
c2872,79,4,62,59
c2873,21,11,22,11
c2874,3,23,133,71
c2875,72,31,96,83
c2876,74,39,111,111
c2877,41,48,108,88
c2878,85,1,119,77
c2879,7,2,61,21
c2880,28,14,46,46
c2881,16,5,42,64
c2882,25,15,108,94
c2883,5,1,24,81
c2884,101,12,136,83
c2885,75,32,59,67
c2886,9,4,32,28
c2887,16,4,28,24
c2888,106,119,131,111
c2889,43,8,38,50
c2890,109,6,143,61
c2891,68,16,123,53
c2892,13,0,0,11
c2893,68,16,98,61
c2894,56,4,75,54
c2895,112,22,327,370
c2896,144,22,125,95
c2897,56,42,73,35
c2898,164,16,151,145
c2899,82,76,138,57
c2900,9,6,111,47
c2901,48,22,93,71
c2902,66,13,182,217
c2903,60,82,78,47
c2904,34,18,79,32
c2905,68,0,128,81
c2906,138,62,207,97
c2907,157,4,84,89
c2908,28,5,123,62
c2909,29,12,25,16
c2910,75,63,71,75
c2911,92,71,75,69
c2912,31,1,71,63
c2913,10,2,22,63
c2914,8,1,42,24
c2915,37,7,95,145
c2916,166,48,251,247
c2917,11,12,31,56
c2918,43,14,99,101
c2919,2,7,53,30
c2920,97,37,130,103
c2921,56,26,87,83
c2922,71,248,234,251
c2923,162,37,257,154
c2924,46,43,62,45
c2925,20,0,48,27
c2926,233,95,335,165
c2927,10,1,38,46
c2928,5,2,51,47
c2929,11,1,62,40
c2930,33,8,244,53
c2931,141,178,141,174
c2932,97,81,90,65
c2933,44,35,41,60
c2934,59,65,102,72
c2935,57,28,156,106
c2936,148,34,251,140
c2937,60,11,355,120
c2938,182,25,292,123
c2939,70,38,70,63
c2940,80,28,98,73
c2941,17,3,37,80
c2942,105,22,232,319
c2943,73,23,45,63
c2944,9,11,61,49
c2945,31,1,46,34
c2946,26,5,67,27
c2947,0,2,19,69
c2948,37,13,117,79
c2949,56,60,70,67
c2950,32,6,69,93
c2951,43,20,226,149
c2952,76,24,209,210
c2953,91,36,116,61
c2954,19,12,56,69
c2955,111,155,115,50
c2956,32,6,64,16
c2957,58,84,53,45
c2958,18,5,121,38
c2959,61,33,82,60
c2960,37,13,124,92
c2961,59,46,102,63
c2962,127,188,121,128
c2963,95,37,53,124
c2964,250,57,292,315
c2965,241,165,209,174
c2966,103,97,113,116
c2967,26,1,59,103
c2968,94,30,134,189
c2969,10,6,89,85
c2970,16,3,25,60
c2971,18,13,81,83
c2972,19,131,140,117
c2973,86,30,89,79
c2974,36,3,59,25
c2975,23,8,64,94
c2976,31,7,84,79
c2977,37,7,95,78
c2978,76,63,84,65
c2979,155,83,153,105
c2980,77,19,153,102
c2981,29,10,31,67
c2982,24,51,44,60
c2983,106,53,185,128
c2984,17,9,22,52
c2985,75,26,117,51
c2986,2,365,191,239
c2987,42,13,16,69
c2988,65,32,76,60
c2989,48,33,57,32
c2990,44,16,408,205
c2991,3,7,105,106
c2992,8,3,116,53
c2993,52,19,100,62
c2994,34,23,80,41
c2995,58,23,147,90
c2996,6,2,44,32
c2997,7,5,37,131
c2998,61,14,75,56
c2999,86,21,93,76
c3000,74,24,155,93
c3001,9,0,34,108
c3002,59,17,102,96
c3003,64,14,137,58
c3004,16,11,18,19
c3005,26,53,47,33
c3006,137,6,151,54
c3007,32,8,35,7
c3008,63,18,117,128
c3009,20,2,53,108
c3010,14,2,30,18
c3011,36,36,42,46
c3012,119,108,109,121
c3013,31,19,116,93
c3014,162,301,334,178
c3015,43,53,61,43
c3016,86,28,85,78
c3017,67,23,119,63
c3018,88,18,156,114
c3019,135,21,326,307
c3020,38,6,104,135
c3021,24,9,138,69
c3022,202,23,151,132
c3023,75,48,87,75
c3024,154,258,408,340
c3025,100,52,124,52
c3026,54,22,93,65
c3027,55,63,81,68
c3028,100,11,88,36
c3029,144,33,190,139
c3030,66,28,84,56
c3031,39,3,138,51
c3032,52,15,74,53
c3033,40,4,78,53
c3034,17,5,265,62
c3035,55,67,134,68
c3036,67,65,98,82
c3037,103,58,249,127
c3038,86,79,64,56
c3039,53,2,95,61
c3040,48,30,111,77
c3041,58,70,96,58
c3042,55,3,136,98
c3043,29,19,54,48
c3044,93,38,201,167
c3045,6,2,63,43
c3046,89,57,75,69
c3047,25,10,92,92
c3048,13,4,53,67
c3049,232,34,277,274
c3050,40,1,38,35
c3051,129,21,155,189
c3052,141,71,110,43
c3053,31,33,117,86
c3054,21,6,70,39
c3055,99,94,28,99
c3056,102,52,151,98
c3057,43,4,64,206
c3058,17,0,38,29
c3059,42,0,45,57
c3060,74,2,88,62
c3061,33,39,54,39
c3062,57,35,103,101
c3063,21,0,62,86
c3064,65,13,98,131
c3065,32,13,134,132
c3066,58,13,82,73
c3067,104,45,98,95
c3068,18,0,89,88
c3069,33,20,132,161
c3070,19,10,22,77
c3071,46,4,72,113
c3072,26,4,120,90
c3073,69,68,78,62
c3074,36,4,42,93
c3075,42,9,131,172
c3076,8,0,19,32
c3077,94,28,103,67
c3078,38,6,103,157
c3079,107,1,104,73
c3080,38,31,60,37
c3081,119,89,138,98
c3082,67,2,189,95
c3083,64,88,76,53
c3084,19,28,50,58
c3085,214,69,258,203
c3086,85,45,251,391
c3087,68,28,130,98
c3088,168,26,181,235
c3089,45,23,0,47
c3090,163,55,152,146
c3091,64,14,93,46
c3092,14,3,66,64
c3093,0,44,53,52
c3094,53,22,155,150
c3095,68,16,161,80
c3096,55,16,82,56
c3097,241,173,277,199
c3098,7,1,32,11
c3099,74,93,104,81
c3100,29,24,51,63
c3101,75,23,157,94
c3102,48,46,60,18
c3103,96,14,27,32
c3104,76,45,102,98
c3105,110,52,294,289
c3106,67,61,185,127
c3107,52,23,132,117
c3108,52,29,79,92
c3109,183,144,255,193
c3110,77,9,132,76
c3111,65,28,122,115
c3112,76,68,126,87
c3113,26,21,94,60
c3114,91,18,207,84
c3115,143,136,158,161
c3116,97,45,127,77
c3117,105,9,164,74
c3118,50,20,71,0
c3119,49,34,61,30
c3120,51,30,53,16
c3121,42,5,75,54
c3122,114,13,135,20
c3123,34,15,177,59
c3124,39,14,79,41
c3125,160,57,209,232
c3126,29,4,88,30
c3127,22,48,53,30
c3128,66,15,94,95
c3129,189,251,224,21
c3130,45,36,120,47
c3131,48,1,105,139
c3132,53,24,109,68
c3133,13,1,49,37
c3134,60,24,80,46
c3135,58,3,174,54
c3136,88,47,197,143
c3137,95,56,164,99
c3138,57,51,69,50
c3139,14,3,46,24
c3140,107,26,167,130
c3141,27,11,54,38
c3142,80,118,154,70
c3143,71,17,98,41
c3144,77,8,136,148
c3145,102,84,144,56
c3146,32,3,137,19
c3147,23,5,18,20
c3148,21,4,31,42
c3149,138,198,251,137
c3150,29,18,153,157
c3151,71,47,75,38
c3152,132,158,266,126
c3153,30,54,51,41
c3154,77,33,78,81
c3155,65,22,66,83
c3156,1,4,103,19
c3157,26,26,58,35
c3158,33,13,244,51
c3159,342,215,470,266
c3160,49,27,51,23
c3161,74,30,106,34
c3162,18,6,142,54
c3163,81,88,109,48
c3164,45,10,86,80
c3165,146,26,173,118
c3166,33,25,67,28
c3167,49,37,68,47
c3168,80,116,70,77
c3169,13,3,29,52
c3170,231,393,184,143
c3171,102,24,215,125
c3172,38,4,105,38
c3173,21,16,41,21
c3174,69,39,83,74
c3175,68,15,156,82
c3176,36,29,101,58
c3177,33,37,58,38
c3178,113,28,245,169
c3179,70,7,116,109
c3180,45,12,0,56
c3181,43,28,37,38
c3182,227,215,282,208
c3183,52,9,86,94
c3184,14,6,14,16
c3185,62,97,46,73
c3186,23,0,70,72
c3187,44,3,125,87
c3188,55,57,69,41
c3189,103,90,96,176
c3190,62,9,112,112
c3191,9,8,29,21
c3192,79,64,125,99
c3193,275,68,132,234
c3194,19,3,44,47
c3195,96,23,105,97
c3196,13,0,35,28
c3197,21,4,34,31
c3198,49,5,93,147
c3199,50,4,27,85
c3200,35,21,75,80
c3201,62,25,174,79
c3202,57,13,60,38
c3203,92,47,152,89
c3204,82,15,88,91
c3205,6,2,65,22
c3206,81,34,129,119
c3207,228,362,240,211
c3208,0,2,9,31
c3209,61,32,86,53
c3210,4,3,36,35
c3211,13,3,33,62
c3212,38,17,68,80
c3213,20,1,43,40
c3214,60,18,59,64
c3215,217,276,288,182
c3216,57,4,77,109
c3217,29,0,90,90
c3218,64,72,77,45
c3219,62,22,122,119
c3220,53,11,133,102
c3221,73,20,46,81
c3222,29,2,73,66
c3223,66,82,62,58
c3224,30,13,67,36
c3225,35,50,69,59
c3226,11,36,45,31
c3227,159,8,362,233
c3228,250,63,692,379
c3229,86,91,105,66
c3230,55,33,103,83
c3231,30,14,57,68
c3232,61,68,72,100
c3233,20,3,160,203
c3234,23,1,109,21
c3235,58,8,149,56
c3236,31,37,87,95
c3237,170,30,75,102
c3238,77,5,114,87
c3239,42,1,212,160
c3240,97,11,24,172
c3241,45,61,66,23
c3242,139,91,161,114
c3243,17,2,81,49
c3244,6,0,67,29
c3245,27,7,123,91
c3246,112,27,434,231
c3247,218,183,137,279
c3248,22,11,60,51
c3249,92,40,63,55
c3250,132,80,410,259
c3251,63,81,126,61
c3252,51,13,69,78
c3253,50,47,78,43
c3254,11,32,37,16
c3255,179,162,246,243
c3256,73,17,117,93
c3257,117,38,233,115
c3258,59,26,65,85
c3259,69,7,128,176
c3260,40,12,127,127
c3261,30,1,51,62
c3262,6,2,41,109
c3263,101,104,315,261
c3264,20,29,14,16
c3265,33,2,44,34
c3266,39,8,74,45
c3267,95,108,99,90
c3268,144,0,232,209
c3269,37,8,84,107
c3270,0,67,33,0
c3271,208,250,294,249
c3272,14,5,52,57
c3273,71,35,151,78
c3274,78,65,78,88
c3275,120,25,331,188
c3276,68,23,71,61
c3277,87,72,106,88
c3278,69,56,60,47
c3279,19,2,58,30
c3280,121,21,201,126
c3281,36,65,73,43
c3282,9,3,64,46
c3283,67,35,106,89
c3284,95,44,87,75
c3285,119,230,144,64
c3286,76,20,99,148
c3287,109,7,288,167
c3288,37,5,71,90
c3289,98,25,162,141
c3290,24,25,37,42
c3291,91,85,100,102
c3292,86,30,179,115
c3293,65,16,73,57
c3294,24,22,58,70
c3295,18,4,34,94
c3296,51,31,60,60
c3297,6,2,36,63
c3298,53,6,87,62
c3299,105,42,243,334
c3300,180,32,105,221
c3301,42,91,67,46
c3302,74,56,94,97
c3303,43,17,75,72
c3304,110,123,156,136
c3305,68,31,103,79
c3306,93,22,282,84
c3307,48,35,59,52
c3308,47,24,78,33
c3309,50,10,83,75
c3310,65,8,132,60
c3311,47,4,64,16
c3312,198,83,277,228
c3313,6,3,32,65
c3314,74,19,145,111
c3315,45,24,81,71
c3316,15,7,86,62
c3317,222,223,76,77
c3318,214,87,150,285
c3319,43,81,72,41
c3320,150,129,110,85
c3321,57,33,77,55
c3322,11,1,62,43
c3323,14,3,12,130
c3324,97,21,156,165
c3325,174,89,107,199
c3326,251,223,220,326
c3327,25,26,81,87
c3328,85,7,147,176
c3329,76,38,95,57
c3330,61,76,73,48
c3331,140,261,162,118
c3332,68,25,87,57
c3333,279,371,209,194
c3334,93,61,1,50
c3335,155,32,194,143
c3336,50,6,27,67
c3337,36,23,67,95
c3338,101,61,65,43
c3339,113,37,186,511
c3340,84,23,171,136
c3341,48,19,58,21
c3342,61,14,117,106
c3343,84,5,116,68
c3344,53,31,65,125
c3345,93,22,106,84
c3346,43,105,51,56
c3347,57,41,133,103
c3348,45,71,189,384
c3349,62,49,142,79
c3350,26,14,99,52
c3351,108,22,148,95
c3352,77,54,91,52
c3353,184,179,153,163
c3354,49,16,54,0
c3355,21,55,81,58
c3356,2,3,19,37
c3357,67,86,78,58
c3358,36,2,62,80
c3359,48,56,64,45
c3360,89,41,125,141
c3361,43,4,79,48
c3362,100,14,167,357
c3363,90,72,39,86
c3364,59,121,114,119
c3365,84,21,94,43
c3366,173,45,169,139
c3367,18,2,76,118
c3368,11,3,66,344
c3369,16,3,39,48
c3370,77,1,166,109
c3371,156,115,165,112
c3372,19,2,20,15
c3373,38,16,161,139
c3374,18,6,84,83
c3375,123,43,105,119
c3376,8,1,56,83
c3377,36,5,73,142
c3378,1,0,56,65
c3379,69,17,114,58
c3380,102,27,89,60
c3381,28,7,82,44
c3382,236,119,225,206
c3383,28,3,86,227
c3384,30,4,60,52
c3385,102,50,133,134
c3386,61,41,167,96
c3387,218,189,204,89
c3388,102,20,146,74
c3389,83,23,161,88
c3390,76,20,116,172
c3391,57,72,74,53
c3392,227,258,236,175
c3393,42,15,45,266
c3394,63,6,215,103
c3395,24,9,75,59
c3396,61,26,79,117
c3397,115,59,145,112
c3398,74,31,37,78
c3399,30,16,41,68
c3400,10,2,19,31
c3401,20,10,35,4
c3402,29,11,92,90
c3403,22,5,52,46
c3404,69,30,89,73
c3405,33,7,64,81
c3406,19,1,65,69
c3407,36,15,61,61
c3408,6,3,66,80
c3409,34,14,170,109
c3410,19,3,17,35
c3411,12,14,57,84
c3412,10,6,32,21
c3413,49,4,103,47
c3414,54,3,122,75
c3415,65,36,136,80
c3416,93,31,127,111
c3417,49,30,79,69
c3418,40,44,152,93
c3419,46,10,49,16
c3420,190,156,422,316
c3421,90,27,171,189
c3422,53,5,207,151
c3423,65,65,98,89
c3424,28,8,62,41
c3425,20,5,141,89
c3426,99,67,142,88
c3427,87,9,137,101
c3428,137,69,208,131
c3429,9,0,58,64
c3430,48,4,51,82
c3431,27,1,44,30
c3432,49,31,111,113
c3433,20,7,51,30
c3434,13,3,78,45
c3435,97,50,180,72
c3436,1,20,116,82
c3437,56,15,146,71
c3438,69,13,141,75
c3439,68,21,117,139
c3440,44,27,130,89
c3441,6,7,29,22
c3442,25,27,29,53
c3443,49,0,81,64
c3444,71,10,61,104
c3445,152,266,174,196
c3446,90,24,104,103
c3447,132,57,162,158
c3448,10,1,33,62
c3449,93,1,100,137
c3450,64,2,182,94
c3451,197,21,260,380
c3452,6,0,13,80
c3453,1,99,83,33
c3454,24,23,175,67
c3455,18,9,66,17
c3456,39,20,143,79
c3457,58,21,115,84
c3458,111,57,132,75
c3459,38,57,83,51
c3460,36,13,159,55
c3461,33,16,71,84
c3462,52,3,102,60
c3463,104,47,406,189
c3464,79,23,90,100
c3465,6,1,136,34
c3466,95,7,219,106
c3467,107,77,118,53
c3468,53,8,85,71
c3469,93,87,77,77
c3470,33,15,136,77
c3471,23,8,180,74
c3472,70,3,728,155
c3473,22,4,7,37
c3474,43,0,74,83
c3475,50,14,37,47
c3476,94,50,80,90
c3477,83,33,93,84
c3478,119,67,205,388
c3479,117,49,116,131
c3480,42,12,168,69
c3481,79,76,84,55
c3482,108,54,227,195
c3483,305,288,239,251
c3484,92,77,96,57
c3485,151,101,148,174
c3486,72,9,84,55
c3487,55,17,52,83
c3488,89,102,112,51
c3489,74,17,191,119
c3490,14,3,157,41
c3491,58,6,106,64
c3492,331,163,400,272
c3493,12,9,18,70
c3494,25,4,90,54
c3495,54,45,100,31
c3496,71,47,56,22
c3497,29,1,42,113
c3498,48,9,153,92
c3499,33,9,88,106
c3500,42,7,60,123
c3501,14,8,45,59
c3502,103,50,51,49
c3503,64,27,61,116
c3504,30,10,73,90
c3505,155,106,308,274
c3506,67,27,72,37
c3507,4,1,33,87
c3508,26,10,66,113
c3509,10,2,61,89
c3510,28,1,171,240
c3511,47,44,97,70
c3512,63,76,87,45
c3513,145,49,122,97
c3514,65,45,109,68
c3515,34,3,68,38
c3516,31,36,132,89
c3517,53,36,78,34
c3518,27,17,58,193
c3519,97,55,117,79
c3520,310,267,360,292
c3521,56,6,52,81
c3522,29,7,49,22
c3523,81,0,110,78
c3524,45,13,50,46
c3525,63,26,115,48
c3526,28,0,167,80
c3527,33,4,30,94
c3528,67,8,51,31
c3529,8,3,37,62
c3530,54,20,91,62
c3531,60,12,144,93
c3532,232,304,289,111
c3533,100,72,84,94
c3534,40,52,91,58
c3535,4,2,99,79
c3536,39,5,74,60
c3537,9,5,49,66
c3538,66,43,87,137
c3539,50,9,72,38
c3540,101,33,193,172
c3541,65,64,71,65
c3542,41,15,99,92
c3543,172,284,164,154
c3544,73,78,77,73
c3545,11,8,77,71
c3546,127,86,99,197
c3547,78,45,96,103
c3548,37,15,111,59
c3549,26,21,31,21
c3550,24,42,80,50
c3551,47,19,161,96
c3552,7,3,70,82
c3553,68,24,77,86
c3554,68,93,85,56
c3555,6,1,36,37
c3556,78,24,86,185
c3557,41,1,75,85
c3558,32,10,147,117
c3559,12,1,24,6
c3560,8,2,50,33
c3561,26,20,102,53
c3562,5,1,25,17
