cell_id,NPM1.5.170837545.C,PTPN11.12.112888211.A,FLT3.13.28592634.CATG
c2886,12,33,50
c2887,40,58,68
c2888,48,68,49
c2889,11,44,61
c2890,16,37,62
c2891,20,24,30
c2892,9,17,31
c2893,84,58,55
c2894,4,63,32
c2895,36,38,34
c2896,5,38,33
c2897,19,41,31
c2898,2,53,63
c2899,31,25,46
c2900,37,42,51
c2901,12,11,11
c2902,8,25,27
c2903,21,38,43
c2904,11,29,49
c2905,3,72,130
c2906,12,41,44
c2907,27,31,41
c2908,11,41,51
c2909,59,20,39
c2910,15,41,30
c2911,51,41,29
c2912,20,33,75
c2913,22,15,30
c2914,100,57,68
c2915,27,22,23
c2916,21,40,42
c2917,3,35,35
c2918,32,45,73
c2919,42,35,64
c2920,12,51,68
c2921,18,36,53
c2922,6,19,39
c2923,25,31,22
c2924,4,31,4
c2925,12,52,60
c2926,10,20,46
c2927,29,31,34
c2928,2,24,69
c2929,9,36,55
c2930,42,34,36
c2931,21,21,34
c2932,25,31,44
c2933,41,38,42
c2934,38,90,70
c2935,30,48,47
c2936,28,52,52
c2937,33,32,39
c2938,35,47,39
c2939,26,27,36
c2940,14,34,42
c2941,34,48,42
c2942,49,59,46
c2943,46,56,70
c2944,27,39,60
c2945,36,27,40
c2946,31,46,55
c2947,17,9,24
c2948,1,24,37
c2949,72,67,92
c2950,28,36,26
c2951,5,0,43
c2952,48,38,39
c2953,9,25,26
c2954,8,23,34
c2955,19,27,33
c2956,21,16,23
c2957,41,34,48
c2958,6,37,30
c2959,45,53,31
c2960,19,46,59
c2961,5,46,68
c2962,11,36,61
c2963,15,40,45
c2964,2,8,68
c2965,26,47,35
c2966,2,17,21
c2967,7,36,39
c2968,11,28,15
c2969,36,45,34
c2970,32,24,35
c2971,18,34,71
c2972,2,17,19
c2973,0,32,59
c2974,29,94,97
c2975,13,53,37
c2976,6,37,52
c2977,29,25,35
c2978,16,16,18
c2979,0,47,68
c2980,2,26,51
c2981,23,68,102
c2982,34,19,17
c2983,0,39,68
c2984,4,28,71
c2985,7,54,70
c2986,52,67,78
c2987,28,60,56
c2988,15,32,31
c2989,7,53,31
c2990,16,31,28
c2991,36,32,26
c2992,25,40,53
c2993,14,47,39
c2994,32,28,30
c2995,33,61,93
c2996,10,27,79
c2997,41,40,41
c2998,45,70,67
c2999,2,33,68
c3000,34,19,22
c3001,0,12,32
c3002,55,34,39
c3003,22,40,62
c3004,9,24,35
c3005,35,31,58
c3006,18,31,32
c3007,32,24,32
c3008,40,33,52
c3009,4,39,43
c3010,18,29,38
c3011,6,0,45
c3012,36,28,40
c3013,25,85,93
c3014,6,24,47
c3015,8,26,25
c3016,14,13,35
c3017,21,53,52
c3018,4,26,39
c3019,17,34,31
c3020,63,53,58
c3021,34,32,45
c3022,22,37,64
c3023,24,45,67
c3024,9,30,26
c3025,21,27,26
c3026,11,27,33
c3027,18,25,18
c3028,2,24,47
c3029,10,18,27
c3030,2,41,47
c3031,5,12,25
c3032,12,43,48
c3033,6,68,84
c3034,27,25,16
c3035,85,104,113
c3036,32,73,72
c3037,6,52,58
c3038,26,32,39
c3039,10,18,21
c3040,7,30,42
c3041,37,37,41
c3042,25,50,42
c3043,5,27,49
c3044,37,10,19
c3045,32,16,19
c3046,18,55,71
c3047,33,19,38
c3048,19,27,30
c3049,8,26,39
c3050,3,42,46
c3051,3,25,42
c3052,6,14,33
c3053,64,58,93
c3054,19,34,31
c3055,0,49,81
c3056,5,19,49
c3057,10,31,80
c3058,6,23,37
c3059,6,54,56
c3060,10,33,37
c3061,10,54,51
c3062,35,28,23
c3063,17,32,41
c3064,32,30,30
c3065,20,43,77
c3066,3,17,26
c3067,47,38,55
c3068,25,41,27
c3069,33,35,28
c3070,25,71,114
c3071,23,13,27
c3072,30,21,25
c3073,44,49,33
c3074,9,23,38
c3075,19,43,47
c3076,38,52,70
c3077,11,35,29
c3078,15,34,40
c3079,3,17,44
c3080,25,40,30
c3081,15,82,87
c3082,3,26,39
c3083,35,30,51
c3084,37,11,16
c3085,11,35,41
c3086,12,41,27
c3087,22,40,34
c3088,28,55,71
c3089,15,30,33
c3090,27,23,24
c3091,15,17,35
c3092,12,55,92
c3093,34,12,30
c3094,31,22,12
c3095,29,20,32
c3096,22,38,48
c3097,33,24,28
c3098,33,17,36
c3099,34,28,22
c3100,45,57,78
c3101,12,26,66
c3102,6,45,60
c3103,33,30,22
c3104,19,9,23
c3105,25,44,47
c3106,9,35,50
c3107,7,28,27
c3108,27,46,45
c3109,14,54,42
c3110,17,56,101
c3111,34,23,28
c3112,33,24,29
c3113,5,66,87
c3114,19,12,12
c3115,36,55,48
c3116,3,19,19
c3117,24,71,71
c3118,9,22,19
c3119,21,31,40
c3120,39,53,48
c3121,11,52,86
c3122,39,41,39
c3123,6,52,37
c3124,28,19,24
c3125,27,35,32
c3126,31,14,27
c3127,6,80,181
c3128,36,31,42
c3129,37,62,54
c3130,23,18,20
c3131,3,31,32
c3132,29,36,43
c3133,9,48,29
c3134,19,17,25
c3135,21,24,34
c3136,28,40,56
c3137,4,13,28
c3138,6,18,24
c3139,3,42,64
c3140,15,49,60
c3141,16,60,71
c3142,43,33,37
c3143,3,11,42
c3144,53,36,41
c3145,23,60,87
c3146,26,25,34
c3147,36,19,26
c3148,12,21,37
c3149,26,25,27
c3150,6,38,30
c3151,6,31,41
c3152,60,32,13
c3153,41,32,22
c3154,16,25,23
c3155,21,34,25
c3156,25,20,20
c3157,4,28,57
c3158,23,43,36
c3159,13,41,53
c3160,1,19,78
c3161,26,29,43
c3162,10,29,59
c3163,3,48,63
c3164,12,62,67
c3165,29,15,21
c3166,31,37,40
c3167,47,58,25
c3168,7,58,61
c3169,13,25,46
c3170,43,65,42
c3171,22,17,20
c3172,11,31,43
c3173,28,25,22
c3174,12,89,54
c3175,4,35,48
c3176,20,19,24
c3177,7,24,20
c3178,38,27,32
c3179,23,35,39
c3180,16,54,51
c3181,53,49,43
c3182,24,24,27
c3183,13,34,45
c3184,40,41,60
c3185,23,43,45
c3186,40,41,30
c3187,11,31,65
c3188,20,34,29
c3189,3,16,20
c3190,10,6,36
c3191,19,24,34
c3192,3,45,37
c3193,41,67,82
c3194,19,19,25
c3195,7,33,49
c3196,0,4,27
c3197,17,28,27
c3198,17,20,38
c3199,36,28,75
c3200,0,32,70
c3201,18,44,63
c3202,19,0,36
c3203,3,24,65
c3204,4,61,77
c3205,33,9,26
c3206,17,37,36
c3207,33,24,25
c3208,34,36,68
c3209,4,21,40
c3210,42,44,41
c3211,3,25,37
c3212,15,14,29
c3213,9,52,62
c3214,20,20,20
c3215,19,36,55
c3216,14,36,32
c3217,23,20,28
c3218,3,52,74
c3219,3,31,34
c3220,34,70,69
c3221,5,27,64
c3222,39,50,31
c3223,13,23,49
c3224,25,30,39
c3225,23,35,50
c3226,18,14,23
c3227,20,40,74
c3228,8,52,55
c3229,7,17,35
c3230,9,21,53
c3231,14,34,33
c3232,5,8,19
c3233,14,40,41
c3234,27,25,25
c3235,37,44,97
c3236,10,61,89
c3237,25,19,20
c3238,0,17,33
c3239,46,28,33
c3240,3,22,32
c3241,4,19,41
c3242,13,96,95
c3243,3,23,52
c3244,35,12,19
c3245,0,38,42
c3246,16,49,53
c3247,11,32,49
c3248,0,17,38
c3249,4,30,38
c3250,10,42,52
c3251,13,14,18
c3252,46,49,31
c3253,9,43,54
c3254,44,16,31
c3255,5,31,34
c3256,16,30,21
c3257,19,40,49
c3258,24,6,30
c3259,33,53,47
c3260,17,17,19
c3261,8,28,28
c3262,28,17,15
c3263,9,28,45
c3264,15,32,45
c3265,9,23,26
c3266,9,42,48
c3267,15,45,40
c3268,49,80,75
c3269,23,36,33
c3270,12,25,42
c3271,4,34,40
c3272,8,20,36
c3273,8,31,45
c3274,2,66,96
c3275,19,43,72
c3276,20,18,15
c3277,19,19,23
c3278,39,27,42
c3279,37,21,39
c3280,2,18,26
c3281,21,41,61
c3282,11,33,21
c3283,12,53,83
c3284,46,53,65
c3285,7,107,80
c3286,75,80,99
c3287,52,24,63
c3288,33,50,72
c3289,9,38,25
c3290,23,35,36
c3291,43,37,17
c3292,24,26,24
c3293,15,31,41
c3294,47,40,45
c3295,11,53,102
c3296,13,11,36
c3297,11,45,31
c3298,28,35,39
c3299,27,26,39
c3300,48,32,33
c3301,4,28,45
c3302,15,38,51
c3303,32,27,34
c3304,22,27,16
c3305,23,32,35
c3306,12,66,79
c3307,13,36,34
c3308,7,18,29
c3309,30,12,15
c3310,24,16,29
c3311,5,14,18
c3312,13,25,31
c3313,0,26,50
c3314,18,23,46
c3315,14,63,73
c3316,7,19,19
c3317,64,71,93
c3318,12,25,38
c3319,51,55,57
c3320,74,73,67
c3321,50,65,67
c3322,25,16,36
c3323,23,35,53
c3324,17,38,21
c3325,8,53,61
c3326,4,9,47
c3327,13,65,70
c3328,39,33,34
c3329,16,36,47
c3330,32,43,33
c3331,8,21,30
c3332,18,31,31
c3333,29,17,12
c3334,34,36,32
c3335,26,34,91
c3336,24,20,29
c3337,27,39,60
c3338,23,43,40
c3339,16,52,37
c3340,6,25,48
c3341,26,40,42
c3342,29,53,25
c3343,9,50,45
c3344,12,32,35
c3345,19,18,60
c3346,22,41,24
c3347,21,46,60
c3348,7,52,56
c3349,27,23,40
c3350,12,52,75
c3351,13,31,36
c3352,35,34,25
c3353,14,24,34
c3354,1,23,47
c3355,0,26,45
c3356,16,40,46
c3357,29,57,47
c3358,50,81,108
c3359,10,42,50
c3360,12,22,28
c3361,49,52,56
c3362,6,49,78
c3363,24,49,75
c3364,86,60,46
c3365,41,79,96
c3366,19,36,54
c3367,12,50,68
c3368,19,19,21
c3369,2,29,27
c3370,16,31,41
c3371,32,36,37
c3372,3,31,58
c3373,15,31,37
c3374,3,14,77
c3375,11,32,32
c3376,15,54,34
c3377,27,17,21
c3378,6,68,139
c3379,29,19,30
c3380,10,49,47
c3381,19,22,47
c3382,19,45,39
c3383,22,17,32
c3384,37,26,42
c3385,5,33,37
c3386,15,34,37
c3387,48,50,27
c3388,39,40,48
c3389,22,16,12
c3390,16,9,32
c3391,25,76,103
c3392,5,22,32
c3393,14,23,18
c3394,26,22,25
c3395,5,10,47
c3396,25,36,53
c3397,36,18,28
c3398,25,22,14
c3399,23,43,65
c3400,34,26,24
c3401,36,90,94
c3402,22,13,60
c3403,38,31,45
c3404,9,40,31
c3405,1,19,18
c3406,5,34,51
c3407,32,69,83
c3408,21,25,21
c3409,4,37,54
c3410,18,14,17
c3411,27,40,42
c3412,26,30,37
c3413,11,35,68
c3414,47,43,39
c3415,8,28,42
c3416,26,22,29
c3417,31,44,31
c3418,4,87,89
c3419,31,45,53
c3420,14,51,42
c3421,48,62,73
c3422,38,42,33
c3423,18,38,46
c3424,13,13,28
c3425,13,19,20
c3426,49,50,48
c3427,12,44,35
c3428,2,22,42
c3429,2,25,63
c3430,20,41,55
c3431,24,40,75
c3432,18,23,38
c3433,18,19,32
c3434,49,45,65
c3435,6,35,51
c3436,30,22,28
c3437,51,33,43
c3438,53,37,57
c3439,39,44,67
c3440,23,54,36
c3441,34,21,25
c3442,28,37,51
c3443,18,19,19
c3444,17,36,38
c3445,35,33,30
c3446,26,21,19
c3447,3,45,49
c3448,4,23,50
c3449,17,26,39
c3450,8,23,28
c3451,60,82,66
c3452,26,19,28
c3453,14,45,35
c3454,3,66,75
c3455,5,14,30
c3456,5,46,54
c3457,36,18,39
c3458,12,25,36
c3459,12,18,40
c3460,30,81,61
c3461,19,27,34
c3462,44,19,18
c3463,47,30,21
c3464,32,49,27
c3465,29,44,45
c3466,6,29,55
c3467,58,33,37
c3468,6,33,39
c3469,35,48,59
c3470,14,28,16
c3471,19,26,24
c3472,71,44,33
c3473,1,24,37
c3474,15,65,73
c3475,63,54,57
c3476,30,37,35
c3477,2,18,42
c3478,3,54,81
c3479,29,9,18
c3480,12,29,48
c3481,9,53,69
c3482,12,35,32
c3483,64,55,72
c3484,3,13,31
c3485,24,77,55
c3486,56,15,25
c3487,4,31,46
c3488,26,35,34
c3489,0,12,31
c3490,17,39,45
c3491,18,17,35
c3492,24,33,61
c3493,50,28,35
c3494,16,19,54
c3495,48,51,44
c3496,41,23,27
c3497,22,24,42
c3498,8,29,40
c3499,33,50,46
c3500,12,22,37
c3501,6,5,42
c3502,11,76,72
c3503,20,52,91
c3504,8,37,32
c3505,7,40,20
c3506,51,82,101
c3507,11,48,60
c3508,53,40,45
c3509,7,60,39
c3510,7,50,34
c3511,0,26,48
c3512,7,44,53
c3513,13,17,10
c3514,13,37,46
c3515,5,80,92
c3516,16,28,52
c3517,20,19,33
c3518,6,12,45
c3519,6,45,75
c3520,21,131,155
c3521,14,92,105
c3522,31,12,57
c3523,2,9,38
c3524,18,18,24
c3525,22,20,57
c3526,5,23,32
c3527,25,34,22
c3528,14,31,46
c3529,30,49,51
c3530,1,53,84
c3531,37,34,44
c3532,55,21,48
c3533,31,44,57
c3534,43,26,38
c3535,30,26,47
c3536,26,31,58
c3537,33,31,23
c3538,35,65,69
c3539,44,69,50
c3540,17,10,27
c3541,12,57,93
c3542,22,28,36
c3543,28,50,49
c3544,30,41,45
c3545,42,40,44
c3546,64,52,74
c3547,16,14,55
c3548,26,34,25
c3549,14,36,51
c3550,9,33,35
c3551,12,47,49
c3552,20,31,40
c3553,38,30,73
c3554,17,36,58
c3555,19,30,51
c3556,35,31,38
c3557,9,50,39
c3558,11,40,30
c3559,7,42,68
c3560,15,77,96
c3561,34,47,59
c3562,54,28,78
c3563,25,27,33
c3564,3,11,40
c3565,10,37,44
c3566,14,39,35
c3567,8,72,25
c3568,31,24,30
c3569,9,40,49
c3570,16,39,25
c3571,36,17,52
c3572,6,43,48
c3573,30,102,93
c3574,11,20,40
c3575,29,57,57
c3576,40,36,29
c3577,22,9,19
c3578,27,29,32
c3579,13,50,53
c3580,17,24,38
c3581,13,41,49
c3582,31,20,37
c3583,3,21,40
c3584,3,31,40
c3585,3,37,78
c3586,21,37,25
c3587,18,21,21
c3588,18,24,24
c3589,23,33,42
c3590,24,25,12
c3591,20,52,30
c3592,46,44,33
c3593,49,53,81
c3594,31,62,36
c3595,50,29,34
c3596,33,36,23
c3597,27,26,30
c3598,0,19,55
c3599,29,34,30
c3600,52,50,85
c3601,9,23,62
c3602,4,19,39
c3603,27,16,46
c3604,78,36,54
c3605,10,50,102
c3606,17,30,37
c3607,29,38,26
c3608,40,35,50
c3609,0,54,36
c3610,17,16,17
c3611,38,55,61
c3612,3,33,58
c3613,3,57,79
c3614,3,30,48
c3615,33,24,19
c3616,11,40,45
c3617,32,57,66
c3618,38,30,32
c3619,4,14,21
c3620,42,28,52
c3621,13,49,64
c3622,31,24,42
c3623,27,92,75
c3624,17,42,50
c3625,49,26,36
c3626,45,24,47
c3627,20,22,27
c3628,27,29,31
c3629,18,13,25
c3630,4,34,47
c3631,12,18,29
c3632,42,40,49
c3633,19,33,40
c3634,38,29,42
c3635,2,38,58
c3636,33,31,21
c3637,13,34,29
c3638,16,19,46
c3639,2,24,55
c3640,10,22,48
c3641,29,23,37
c3642,10,66,70
c3643,7,51,56
c3644,3,63,74
c3645,28,39,61
c3646,15,59,96
c3647,17,38,33
c3648,13,32,45
c3649,39,23,45
c3650,8,21,35
c3651,65,65,108
c3652,4,64,99
c3653,5,16,21
c3654,8,21,53
c3655,2,29,54
c3656,54,30,52
c3657,2,29,32
c3658,13,7,15
c3659,24,19,15
c3660,8,46,29
c3661,11,22,23
c3662,3,31,45
c3663,6,27,52
c3664,4,59,128
c3665,3,29,64
c3666,3,47,75
c3667,7,3,19
c3668,21,35,12
c3669,15,18,37
c3670,13,17,38
c3671,35,25,21
c3672,32,43,58
c3673,32,16,39
c3674,34,22,28
c3675,30,35,38
c3676,23,16,21
c3677,30,39,32
c3678,12,44,57
c3679,43,33,50
c3680,5,13,87
c3681,43,48,113
c3682,11,21,36
c3683,30,29,41
c3684,12,42,70
c3685,21,18,32
c3686,8,28,59
c3687,20,22,30
c3688,18,29,38
c3689,15,17,22
c3690,16,31,31
c3691,21,53,62
c3692,4,32,44
c3693,8,56,69
c3694,22,39,96
c3695,38,44,21
c3696,57,23,36
c3697,5,20,28
c3698,39,24,28
c3699,18,48,77
c3700,23,22,44
c3701,5,57,54
c3702,24,22,29
c3703,12,24,21
c3704,8,26,42
c3705,25,37,41
c3706,33,42,43
c3707,34,52,58
c3708,10,35,44
c3709,29,59,59
c3710,10,15,48
c3711,8,22,27
c3712,7,38,49
c3713,2,24,24
c3714,27,17,33
c3715,46,29,27
c3716,2,28,48
c3717,15,34,48
c3718,16,36,31
c3719,19,33,47
c3720,4,12,42
c3721,33,34,52
c3722,11,44,29
c3723,3,37,73
c3724,9,27,53
c3725,5,62,42
c3726,2,47,49
c3727,28,57,65
c3728,73,70,82
c3729,20,53,65
c3730,27,56,64
c3731,1,21,36
c3732,15,31,35
c3733,20,35,55
c3734,23,26,22
c3735,18,38,40
c3736,2,36,63
c3737,59,14,37
c3738,22,66,73
c3739,45,68,81
c3740,16,57,60
c3741,69,39,82
c3742,61,26,33
c3743,21,20,37
c3744,16,61,60
c3745,13,43,36
c3746,31,65,67
c3747,11,26,46
c3748,19,39,42
c3749,6,50,86
c3750,20,11,15
c3751,10,9,17
c3752,1,33,28
c3753,18,30,48
c3754,7,39,41
c3755,15,44,46
c3756,36,42,41
c3757,11,15,66
c3758,2,54,47
c3759,68,56,59
c3760,3,14,35
c3761,30,42,49
c3762,15,19,31
c3763,27,10,13
c3764,19,19,18
c3765,4,65,88
c3766,21,14,32
c3767,19,17,48
c3768,25,22,21
c3769,33,33,54
c3770,8,20,26
c3771,34,57,71
c3772,5,35,46
c3773,4,50,68
c3774,18,14,15
c3775,7,41,71
c3776,17,33,21
c3777,1,36,34
c3778,8,25,41
c3779,4,26,33
c3780,8,31,41
c3781,29,35,47
c3782,19,35,34
c3783,17,11,19
c3784,64,49,69
c3785,3,30,61
c3786,35,29,36
c3787,45,44,39
c3788,11,11,28
c3789,9,31,23
c3790,17,22,20
c3791,8,34,36
c3792,43,26,58
c3793,2,16,24
c3794,34,37,38
c3795,54,52,67
c3796,17,27,46
c3797,52,48,57
c3798,21,22,17
c3799,0,37,68
c3800,0,38,38
c3801,21,20,13
c3802,24,24,47
c3803,0,35,34
c3804,18,30,32
c3805,26,33,42
c3806,6,41,87
c3807,17,18,17
c3808,30,19,42
c3809,2,30,60
c3810,23,24,22
c3811,28,35,54
c3812,31,34,42
c3813,34,95,75
c3814,29,17,17
c3815,10,41,60
c3816,32,35,33
c3817,21,18,32
c3818,18,23,7
c3819,32,18,38
c3820,21,19,17
c3821,56,41,33
c3822,6,28,42
c3823,55,35,44
c3824,23,38,46
c3825,21,30,24
c3826,13,43,63
c3827,32,35,31
c3828,1,19,72
c3829,45,22,35
c3830,18,49,74
c3831,9,28,45
c3832,33,37,23
c3833,29,27,34
c3834,7,32,43
c3835,32,12,14
c3836,11,45,43
c3837,49,75,95
c3838,28,24,66
c3839,6,41,64
c3840,15,42,54
c3841,27,44,55
c3842,12,21,13
c3843,11,22,31
c3844,4,25,95
c3845,41,31,30
c3846,1,32,44
c3847,4,53,87
c3848,12,25,36
c3849,9,36,64
c3850,23,14,16
c3851,30,24,27
c3852,21,19,15
c3853,27,24,27
c3854,33,28,21
c3855,17,65,78
c3856,4,13,35
c3857,5,47,61
c3858,8,27,41
c3859,8,48,75
c3860,3,18,26
c3861,9,153,217
c3862,13,31,47
c3863,0,34,36
c3864,9,15,24
c3865,17,58,66
c3866,6,48,47
c3867,47,29,38
c3868,16,44,43
c3869,24,31,43
c3870,8,58,57
c3871,27,34,54
c3872,16,19,31
c3873,25,58,58
c3874,23,55,34
c3875,31,34,50
c3876,35,23,39
c3877,43,49,46
c3878,3,17,0
c3879,7,22,35
c3880,10,44,40
c3881,30,49,66
c3882,5,26,49
c3883,1,16,30
c3884,37,59,90
c3885,14,24,23
c3886,4,14,28
c3887,42,18,40
c3888,3,45,43
c3889,29,18,30
c3890,23,53,60
c3891,34,57,55
c3892,33,17,18
c3893,30,33,38
c3894,5,33,54
c3895,5,50,59
c3896,7,37,46
c3897,9,27,41
c3898,43,31,55
c3899,21,20,36
c3900,40,16,23
c3901,4,44,66
c3902,36,59,43
c3903,10,41,74
c3904,20,30,14
c3905,4,19,32
c3906,8,46,80
c3907,33,45,44
c3908,17,39,50
c3909,11,61,68
c3910,16,33,47
c3911,5,32,51
c3912,15,25,41
c3913,22,39,60
c3914,31,55,51
c3915,19,90,74
c3916,27,16,36
c3917,0,15,26
c3918,25,20,36
c3919,38,24,42
c3920,36,49,50
c3921,17,10,15
c3922,55,55,50
c3923,32,41,34
c3924,21,17,21
c3925,18,25,28
c3926,23,25,23
c3927,11,53,125
c3928,21,32,36
c3929,20,57,91
c3930,4,17,26
c3931,9,39,39
c3932,43,46,56
c3933,29,40,43
c3934,21,10,29
c3935,7,41,26
c3936,37,24,44
c3937,18,13,8
c3938,24,24,53
c3939,22,76,67
c3940,10,12,12
c3941,26,40,58
c3942,29,18,5
c3943,32,15,35
c3944,35,46,39
c3945,19,15,23
c3946,3,51,75
c3947,2,57,70
c3948,6,35,67
c3949,7,64,52
c3950,50,61,48
c3951,4,17,71
c3952,8,12,22
c3953,0,17,45
c3954,24,54,55
c3955,31,41,40
c3956,10,9,26
c3957,22,39,53
c3958,65,46,52
c3959,19,51,49
c3960,26,27,30
c3961,6,29,42
c3962,2,19,37
c3963,4,43,118
c3964,10,39,29
c3965,17,30,41
c3966,5,89,90
c3967,17,18,25
c3968,8,51,101
c3969,13,36,20
c3970,55,73,91
c3971,14,93,134
c3972,37,32,55
c3973,4,24,33
c3974,28,31,49
c3975,24,21,21
c3976,22,43,67
c3977,9,33,30
c3978,0,28,60
c3979,36,15,28
c3980,8,29,47
c3981,4,42,37
c3982,10,26,25
c3983,36,42,43
c3984,7,40,58
c3985,4,29,44
c3986,5,32,50
c3987,0,65,80
c3988,34,32,57
c3989,29,30,38
c3990,4,25,60
c3991,5,65,37
c3992,6,40,38
c3993,43,14,52
c3994,21,38,30
c3995,35,25,23
c3996,19,39,64
c3997,8,30,52
c3998,3,22,43
c3999,8,64,61
c4000,17,39,44
c4001,4,36,30
c4002,12,36,25
c4003,9,35,45
c4004,30,27,35
c4005,16,36,60
c4006,9,22,55
c4007,7,47,43
c4008,9,26,28
c4009,29,13,13
c4010,26,47,44
c4011,1,24,31
c4012,27,53,66
c4013,28,19,36
c4014,23,48,58
c4015,16,49,95
c4016,5,39,30
c4017,7,54,70
c4018,7,33,44
c4019,32,54,80
c4020,4,28,46
c4021,16,39,63
c4022,17,27,19
c4023,33,32,71
c4024,11,17,18
c4025,20,33,49
c4026,43,44,47
c4027,26,34,47
c4028,56,46,106
c4029,35,29,41
c4030,32,67,54
c4031,20,18,42
c4032,22,16,17
c4033,22,40,72
c4034,5,50,77
c4035,5,26,33
c4036,24,35,48
c4037,34,33,22
c4038,2,41,80
c4039,6,25,49
c4040,13,39,55
c4041,4,32,45
c4042,7,48,48
c4043,28,47,47
c4044,17,50,43
c4045,11,20,40
c4046,33,33,36
c4047,27,25,33
c4048,0,23,56
c4049,35,36,57
c4050,70,38,62
c4051,31,25,55
c4052,58,55,43
c4053,58,55,54
c4054,57,51,64
c4055,23,35,30
c4056,8,60,82
c4057,32,33,40
c4058,47,14,29
c4059,38,25,19
c4060,32,32,33
c4061,30,45,52
c4062,16,30,27
c4063,14,62,67
c4064,27,58,52
c4065,35,49,80
c4066,27,43,36
c4067,12,38,27
c4068,15,34,48
c4069,7,20,38
c4070,8,36,37
c4071,5,39,34
c4072,3,43,41
c4073,8,35,38
c4074,27,37,47
c4075,4,36,32
c4076,5,27,36
c4077,49,45,46
c4078,3,21,19
c4079,15,20,21
c4080,14,55,48
c4081,9,36,57
c4082,36,37,48
c4083,25,37,44
c4084,43,46,36
c4085,1,13,27
c4086,6,37,28
c4087,26,53,36
c4088,12,31,27
c4089,0,32,32
c4090,43,88,71
c4091,28,25,20
c4092,17,0,20
c4093,9,45,76
c4094,27,20,49
c4095,13,29,50
c4096,32,29,19
c4097,15,14,15
c4098,17,33,25
c4099,24,27,28
c4100,14,23,19
c4101,20,46,57
c4102,6,20,20
c4103,7,63,72
c4104,10,46,32
c4105,7,12,21
c4106,3,30,41
c4107,39,40,33
c4108,7,49,51
c4109,34,37,41
c4110,8,34,44
c4111,3,49,34
c4112,28,17,37
c4113,49,45,41
c4114,3,44,82
c4115,22,27,33
c4116,21,41,46
c4117,30,27,23
c4118,10,32,46
c4119,75,43,40
c4120,18,28,45
c4121,4,25,22
c4122,19,23,38
c4123,6,26,33
c4124,49,52,55
c4125,6,25,43
c4126,41,43,54
c4127,26,75,121
c4128,0,28,77
c4129,19,8,27
c4130,33,34,26
c4131,4,50,52
c4132,19,20,20
c4133,23,24,46
c4134,25,12,28
c4135,7,21,42
c4136,32,74,88
c4137,2,34,51
c4138,9,13,9
c4139,23,29,32
c4140,21,18,21
c4141,25,31,36
c4142,25,30,42
c4143,38,22,26
c4144,10,70,80
c4145,11,49,44
c4146,35,43,42
c4147,17,45,49
c4148,21,37,49
c4149,34,6,26
c4150,42,20,24
c4151,0,11,46
c4152,21,24,49
c4153,16,32,45
c4154,7,63,52
c4155,4,33,51
c4156,1,27,45
c4157,5,29,28
c4158,38,28,26
c4159,4,12,36
c4160,10,43,53
c4161,49,27,38
c4162,32,27,32
c4163,5,34,47
c4164,10,29,20
c4165,32,10,26
c4166,25,16,30
c4167,6,30,37
c4168,42,101,115
c4169,31,32,20
c4170,5,41,45
c4171,0,38,64
c4172,10,39,75
c4173,0,24,43
c4174,35,33,26
c4175,7,40,36
c4176,8,35,44
c4177,57,27,65
c4178,21,72,86
c4179,35,15,28
c4180,26,12,13
c4181,11,17,32
c4182,0,23,28
c4183,6,17,17
c4184,18,8,9
c4185,13,26,31
c4186,4,19,38
c4187,36,24,18
c4188,18,62,69
c4189,15,36,36
c4190,52,14,21
c4191,21,35,50
c4192,24,48,47
c4193,4,40,57
c4194,20,4,17
c4195,3,19,41
c4196,30,13,29
c4197,9,21,38
c4198,45,28,31
c4199,19,17,35
c4200,15,26,24
c4201,26,45,69
c4202,27,13,31
c4203,13,42,56
c4204,35,25,23
c4205,18,44,57
c4206,29,69,82
c4207,14,37,53
c4208,71,81,129
c4209,20,46,31
c4210,8,41,37
c4211,25,25,51
c4212,24,86,137
c4213,12,32,21
c4214,39,51,68
c4215,15,19,13
c4216,27,11,16
c4217,32,20,30
c4218,20,23,44
c4219,4,9,32
c4220,21,21,13
c4221,4,77,72
c4222,3,36,61
c4223,30,34,41
c4224,30,45,52
c4225,56,97,70
c4226,15,39,68
c4227,5,30,62
c4228,8,30,83
c4229,16,14,10
c4230,25,31,17
c4231,13,66,78
c4232,70,77,71
c4233,3,24,48
c4234,85,67,64
c4235,25,23,17
c4236,6,40,37
c4237,11,49,49
c4238,18,64,89
c4239,5,16,61
c4240,5,17,27
c4241,28,28,29
c4242,7,15,28
c4243,32,50,69
c4244,34,43,38
c4245,8,80,97
c4246,65,67,48
c4247,51,42,43
c4248,34,24,35
c4249,26,11,22
c4250,14,44,56
c4251,22,60,67
c4252,26,34,9
c4253,8,17,9
c4254,7,30,31
c4255,50,52,61
c4256,57,83,96
c4257,11,22,33
c4258,3,43,57
c4259,15,87,82
c4260,28,51,93
c4261,4,33,28
c4262,25,62,60
c4263,18,56,60
c4264,36,44,38
c4265,10,27,25
c4266,15,47,59
c4267,25,38,43
c4268,50,41,41
c4269,15,2,53
c4270,3,33,47
c4271,81,79,67
c4272,30,46,51
c4273,15,49,64
c4274,14,16,29
c4275,8,38,39
c4276,18,43,17
c4277,0,48,79
c4278,10,88,93
c4279,13,15,14
c4280,21,24,51
